"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.508978823E1,3.965750337E-1,9.065770507E-1,9.321761131E0,9.374133789E0
1.509482490E1,3.845975399E-1,8.802265525E-1,9.304992676E0,9.354442942E0
1.509986156E1,3.702245355E-1,8.682490587E-1,9.295411110E0,9.343210922E0
1.510489823E1,3.989705443E-1,8.275255561E-1,9.326552391E0,9.371689044E0
1.510993490E1,4.372985363E-1,8.011750579E-1,9.369670868E0,9.414023776E0
1.511497156E1,4.085525274E-1,7.245190740E-1,9.412790298E0,9.449468993E0
1.511997932E1,3.774110377E-1,5.855800509E-1,9.520587921E0,9.546043026E0
1.512501594E1,3.702245355E-1,4.729915559E-1,9.621198654E0,9.639930019E0
1.513005260E1,3.798065484E-1,3.747760653E-1,9.769720078E0,9.784280275E0
1.513508932E1,4.444850385E-1,3.077020645E-1,9.970941544E0,9.985585750E0
1.514012599E1,6.001925468E-1,2.550010681E-1,1.013623142E1,1.015718682E1
1.514516266E1,7.511090040E-1,2.214640826E-1,1.035422134E1,1.038379077E1
1.515019917E1,8.253694773E-1,2.286505550E-1,1.054107094E1,1.057580694E1
1.515523589E1,8.708840013E-1,2.070910782E-1,1.069917393E1,1.073655664E1
1.516027255E1,9.307715297E-1,2.023000568E-1,1.070156956E1,1.074387509E1
1.516530922E1,9.475399852E-1,1.735540479E-1,1.070396519E1,1.074722400E1
1.517034589E1,8.996300101E-1,1.903225631E-1,1.066803265E1,1.070758971E1
1.517538255E1,8.181830049E-1,2.526055574E-1,1.059856319E1,1.063309808E1
1.518043073E1,6.696619987E-1,3.029110730E-1,1.047878742E1,1.050453179E1
1.518546734E1,5.331185460E-1,2.645830512E-1,1.038057232E1,1.039761998E1
1.519050406E1,3.726200461E-1,2.813515663E-1,1.027277470E1,1.028338001E1
1.519554073E1,2.408675253E-1,3.388435841E-1,1.022007370E1,1.022852573E1
1.520057740E1,1.642115265E-1,4.083130658E-1,1.018653679E1,1.019603927E1
1.520561406E1,3.485452011E-2,4.298725724E-1,1.014820862E1,1.015736892E1
1.521068740E1,-1.615764946E-1,4.035220742E-1,1.008353043E1,1.009289467E1
1.521572411E1,-3.268659711E-1,3.412390649E-1,9.987709999E0,9.998881762E0
1.522076078E1,-4.849689901E-1,2.765605450E-1,9.968545914E0,9.984166880E0
1.522579745E1,-5.544384718E-1,2.669785619E-1,1.002843380E1,1.004729636E1
1.523083411E1,-5.736024976E-1,3.268660605E-1,1.008592606E1,1.010751036E1
1.523587078E1,-6.143260002E-1,3.987310827E-1,1.027277470E1,1.029884862E1
1.524086344E1,-6.406764984E-1,4.562230706E-1,1.043327332E1,1.046287713E1
1.524590005E1,-6.454675198E-1,4.466410577E-1,1.058418941E1,1.061325502E1
1.525093677E1,-6.718180180E-1,4.610140622E-1,1.072552395E1,1.075642772E1
1.525597344E1,-6.263034940E-1,4.634095728E-1,1.081176186E1,1.083979700E1
1.526101010E1,-6.263034940E-1,5.041330457E-1,1.091716385E1,1.094672886E1
1.526604677E1,-6.622359753E-1,5.568340421E-1,1.095070076E1,1.098482898E1
1.527108594E1,-7.652425170E-1,5.736025572E-1,1.091955948E1,1.096135919E1
1.527612260E1,-8.562715054E-1,5.951620340E-1,1.083092594E1,1.088100986E1
1.528115927E1,-9.281364679E-1,6.837955713E-1,1.071115112E1,1.077301128E1
1.528619594E1,-1.000001550E0,7.939885855E-1,1.067761421E1,1.075369082E1
1.529123260E1,-1.131754041E0,9.329275489E-1,1.056023502E1,1.066160329E1
1.529626927E1,-1.313812017E0,1.033538580E0,1.042848206E1,1.056160698E1
1.530133260E1,-1.507847548E0,1.079053044E0,1.028235626E1,1.044819650E1
1.530636927E1,-1.682718992E0,1.191641569E0,1.018653679E1,1.039312680E1
1.531140594E1,-1.907895923E0,1.289857030E0,1.004759789E1,1.030815315E1
1.531644260E1,-2.101931334E0,1.407236576E0,9.978128433E0,1.029375914E1
1.532147927E1,-2.264825344E0,1.445564508E0,9.958964348E0,1.031504055E1
1.532651599E1,-2.379809380E0,1.500661016E0,9.906263351E0,1.029803524E1
1.533152797E1,-2.466047287E0,1.596481085E0,9.834398270E0,1.026379708E1
1.533656458E1,-2.530725956E0,1.591690063E0,9.752951622E0,1.020088802E1
1.534160130E1,-2.590613365E0,1.673137069E0,9.690668106E0,1.016954835E1
1.534663797E1,-2.667269468E0,1.677928090E0,9.585266113E0,1.008995023E1
1.535167464E1,-2.789439917E0,1.740211010E0,9.491841316E0,1.004511628E1
1.535671130E1,-2.930774450E0,1.756979585E0,9.391230583E0,9.993579339E0
1.536177214E1,-3.055340290E0,1.783329964E0,9.288224220E0,9.939138756E0
1.536680880E1,-3.112832308E0,1.871963501E0,9.187613487E0,9.879585716E0
1.537184547E1,-3.155951262E0,1.943828464E0,9.125329971E0,9.849372800E0
1.537688214E1,-3.187092781E0,2.020484686E0,9.122934341E0,9.872580704E0
1.538191880E1,-3.230211973E0,2.097140551E0,9.077420235E0,9.860619960E0
1.538695552E1,-3.232607365E0,2.157027960E0,9.005555153E0,9.808289535E0
1.539199344E1,-3.306867838E0,2.231288671E0,8.857034683E0,9.713963527E0
1.539703010E1,-3.397896767E0,2.147446156E0,8.811519623E0,9.685045456E0
1.540206677E1,-3.476948261E0,2.106722593E0,8.727677345E0,9.628073594E0
1.540710344E1,-3.544022322E0,2.070790052E0,8.722886086E0,9.640384189E0
1.541214010E1,-3.572768450E0,2.020484686E0,8.775587082E0,9.688031864E0
1.541717672E1,-3.534440279E0,2.006111622E0,8.806728363E0,9.699237928E0
1.542217797E1,-3.503298759E0,2.032462120E0,8.921712875E0,9.798008221E0
1.542721464E1,-3.496112347E0,2.013298035E0,9.007950783E0,9.870124002E0
1.543225135E1,-3.450597763E0,1.977365494E0,9.139702797E0,9.967485462E0
1.543728797E1,-3.472157478E0,1.929455519E0,9.151680946E0,9.976569566E0
1.544232464E1,-3.448202372E0,1.922268987E0,9.247500420E0,1.005492325E1
1.544736130E1,-3.378732920E0,1.943828464E0,9.410394669E0,1.018576620E1
1.545245385E1,-3.345195770E0,1.924664497E0,9.522983551E0,1.027530456E1
1.545749052E1,-3.361964464E0,1.886336565E0,9.645153999E0,1.038701431E1
1.546252719E1,-3.441015959E0,1.907896042E0,9.805652618E0,1.056558003E1
1.546756385E1,-3.527253866E0,1.876754522E0,9.901472092E0,1.067721298E1
1.547260047E1,-3.601514339E0,1.876754522E0,1.003082943E1,1.082176751E1
1.547763719E1,-3.639842272E0,1.869567990E0,1.010988045E1,1.090657686E1
1.548262984E1,-3.692543268E0,1.888731956E0,1.015779114E1,1.097191437E1
1.548766656E1,-3.764408350E0,1.850404024E0,1.018653679E1,1.101636496E1
1.549270318E1,-3.800340891E0,1.766561508E0,1.021049213E1,1.103709564E1
1.549773990E1,-3.793154478E0,1.637204528E0,1.019611835E1,1.100133124E1
1.550277651E1,-3.757221937E0,1.649182081E0,1.020090961E1,1.099522966E1
1.550781318E1,-3.692543268E0,1.661159515E0,1.020090961E1,1.097510290E1
1.551288708E1,-3.594327927E0,1.618040562E0,1.027277470E1,1.100305178E1
1.551792375E1,-3.565581799E0,1.582108021E0,1.026319313E1,1.097950694E1
1.552296042E1,-3.508089781E0,1.495869994E0,1.021767807E1,1.090620310E1
1.552799708E1,-3.431433916E0,1.325789571E0,1.014341736E1,1.078987361E1
1.553303375E1,-3.352382421E0,1.179664016E0,1.006676197E1,1.067566259E1
1.553807042E1,-3.256562471E0,1.059889078E0,1.000447845E1,1.057441030E1
1.554309099E1,-3.206256866E0,9.808375835E-1,9.930217743E0,1.048099947E1
1.554812766E1,-3.179906368E0,8.586670756E-1,9.932613373E0,1.046450773E1
1.555316432E1,-3.213443279E0,6.957730651E-1,9.990105629E0,1.051724909E1
1.555820099E1,-3.151160479E0,5.496475697E-1,1.011467171E1,1.060841687E1
1.556323766E1,-3.026594400E0,4.921555817E-1,1.023684216E1,1.068622609E1
1.556827427E1,-2.882864475E0,4.274770617E-1,1.038536358E1,1.078653887E1
1.557331146E1,-2.755902767E0,3.939400613E-1,1.056742096E1,1.092797212E1
1.557834813E1,-2.602590799E0,3.723805845E-1,1.073510647E1,1.105235980E1
1.558338479E1,-2.458860874E0,3.172840774E-1,1.096507454E1,1.124186486E1
1.558842146E1,-2.312735319E0,2.669785619E-1,1.114713192E1,1.138764999E1
1.559345807E1,-2.113908768E0,2.861425579E-1,1.125013828E1,1.145059384E1
1.559849479E1,-1.891127467E0,2.454190701E-1,1.129804897E1,1.145785775E1
1.560352661E1,-1.725837946E0,2.142775506E-1,1.125253391E1,1.138612976E1
1.560856333E1,-1.503056526E0,1.855315417E-1,1.117827415E1,1.128039955E1
1.561359995E1,-1.256320000E0,1.807405800E-1,1.109203529E1,1.116441911E1
1.561863661E1,-1.035933971E0,1.567855328E-1,1.089320946E1,1.094347994E1
1.562367328E1,-9.113680124E-1,1.807405800E-1,1.074229240E1,1.078239792E1
1.562870995E1,-7.101460099E-1,1.208530590E-1,1.067282295E1,1.069710534E1
1.563377156E1,-5.544384718E-1,1.208530590E-1,1.054586124E1,1.056111722E1
1.563880818E1,-3.436344564E-1,9.450256079E-2,1.048836994E1,1.049442325E1
1.564384490E1,-1.400169879E-1,1.663675755E-1,1.050274277E1,1.050499351E1
1.564888151E1,5.162302405E-2,1.831360310E-1,1.052190685E1,1.052362711E1
1.565391818E1,2.049350291E-1,2.597920895E-1,1.061293602E1,1.061809311E1
1.565895484E1,3.366875350E-1,3.053065836E-1,1.074947929E1,1.075908340E1
1.566396974E1,4.085525274E-1,3.412390649E-1,1.084769440E1,1.086074735E1
1.566900641E1,3.750155270E-1,3.843580782E-1,1.093153763E1,1.094471940E1
1.567404307E1,3.271055222E-1,3.867535591E-1,1.092435074E1,1.093608776E1
1.567907974E1,1.737935245E-1,3.580075800E-1,1.091476917E1,1.092202178E1
1.568411641E1,-8.264478296E-3,3.699850738E-1,1.085488129E1,1.086118801E1
1.568915307E1,-2.909334600E-1,2.813515663E-1,1.081655312E1,1.082412224E1
1.569416802E1,-5.137149692E-1,1.927180737E-1,1.074708366E1,1.076108036E1
1.569920469E1,-6.670269966E-1,9.929358214E-2,1.067761421E1,1.069888917E1
1.570424135E1,-8.059660196E-1,2.982406877E-2,1.073031521E1,1.076058247E1
1.570927797E1,-8.945994377E-1,-2.048141696E-2,1.088123131E1,1.091796329E1
1.571431464E1,-8.826220036E-1,-1.317451359E-3,1.103693962E1,1.107217501E1
1.571935130E1,-8.586670160E-1,-3.724993393E-2,1.127648926E1,1.130919566E1
1.572445302E1,-8.706445098E-1,-1.402564198E-1,1.158550835E1,1.161902308E1
1.572948969E1,-8.802264929E-1,-1.402564198E-1,1.187057304E1,1.190398987E1
1.573452635E1,-8.107569814E-1,-1.881664544E-1,1.216521931E1,1.219365795E1
1.573956302E1,-7.053549886E-1,-2.169124633E-1,1.248621655E1,1.250800465E1
1.574459969E1,-5.999529958E-1,-1.450474411E-1,1.280721378E1,1.282207890E1
1.574963630E1,-4.753869474E-1,-1.043239310E-1,1.299645805E1,1.300556797E1
1.575463073E1,-3.843579590E-1,-7.797343284E-2,1.305395031E1,1.305984034E1
1.575966745E1,-3.795669675E-1,-1.067194417E-1,1.296292114E1,1.296891609E1
1.576470411E1,-4.131039679E-1,-2.025394589E-1,1.279763126E1,1.280589876E1
1.576974073E1,-5.185059905E-1,-2.815908790E-1,1.260359669E1,1.261740034E1
1.577477740E1,-5.592294931E-1,-3.558514714E-1,1.228499508E1,1.230286438E1
1.577981406E1,-5.664160252E-1,-4.181343913E-1,1.199274349E1,1.201339086E1
1.578482318E1,-6.191170216E-1,-3.774109483E-1,1.178193951E1,1.180422990E1
1.578985990E1,-6.406764984E-1,-3.630378842E-1,1.160706806E1,1.163040377E1
1.579489656E1,-6.957730055E-1,-3.007549644E-1,1.145615196E1,1.148120078E1
1.579993323E1,-8.011749983E-1,-3.175234199E-1,1.131721306E1,1.134997859E1
1.580496984E1,-8.993904591E-1,-3.079413772E-1,1.121420670E1,1.125442859E1
1.581000651E1,-1.004792452E0,-2.456584722E-1,1.123336983E1,1.128089330E1
1.581506802E1,-1.138940454E0,-2.863819003E-1,1.121181107E1,1.127314984E1
1.582010469E1,-1.225178480E0,-2.815908790E-1,1.121660137E1,1.128682870E1
1.582514135E1,-1.234760523E0,-2.648224235E-1,1.127409363E1,1.134460011E1
1.583017802E1,-1.265902042E0,-2.528448701E-1,1.133877182E1,1.141201932E1
1.583521464E1,-1.198827982E0,-1.474429518E-1,1.143219662E1,1.149582739E1
1.584025130E1,-1.131754041E0,-7.797343284E-2,1.150406170E1,1.155986084E1
1.584529240E1,-1.114985466E0,-3.964544460E-2,1.152562141E1,1.157949538E1
1.585032906E1,-1.067075491E0,2.024208568E-2,1.159748650E1,1.164649101E1
1.585536573E1,-1.021561027E0,2.503304742E-2,1.161665058E1,1.166150866E1
1.586040240E1,-9.736510515E-1,6.575655192E-2,1.159029961E1,1.163130970E1
1.586543901E1,-9.425095320E-1,1.400170773E-1,1.144896507E1,1.148854779E1
1.587047573E1,-9.904195070E-1,1.999045461E-1,1.128846645E1,1.133359464E1
1.587552406E1,-1.031142950E0,2.166730613E-1,1.108245373E1,1.113242937E1
1.588056073E1,-1.043120503E0,2.837470770E-1,1.084769440E1,1.090142589E1
1.588559740E1,-1.028747439E0,3.388435841E-1,1.067761421E1,1.073240800E1
1.589063406E1,-9.928150177E-1,3.747760653E-1,1.041410923E1,1.046803753E1
1.589567068E1,-9.832329750E-1,4.178950787E-1,1.015539551E1,1.021143679E1
1.590070740E1,-1.026352048E0,4.370590746E-1,9.975732803E0,1.003791134E1
1.590570938E1,-1.064679980E0,4.610140622E-1,9.774510384E0,9.843126062E0
1.591074609E1,-1.052702546E0,4.969465733E-1,9.573288918E0,9.643806263E0
1.591578276E1,-9.832329750E-1,4.945510626E-1,9.412790298E0,9.476916642E0
1.592081943E1,-8.802264929E-1,5.759980679E-1,9.304992676E0,9.364265115E0
1.592585604E1,-8.083614707E-1,6.263035536E-1,9.209172249E0,9.265773466E0
1.593089271E1,-7.364965081E-1,7.005640864E-1,9.079815865E0,9.136535081E0
1.593594844E1,-6.574450135E-1,7.149370313E-1,8.933690071E0,8.986333356E0
1.594098510E1,-6.334899664E-1,7.532650828E-1,8.823496819E0,8.878221327E0
1.594602177E1,-6.502584815E-1,7.388920784E-1,8.660603523E0,8.716355373E0
1.595105844E1,-6.909819841E-1,7.197280526E-1,8.507290840E0,8.565597586E0
1.595609505E1,-6.670269966E-1,7.341010571E-1,8.428239822E0,8.486404178E0
1.596113177E1,-6.670269966E-1,7.364965677E-1,8.397098541E0,8.455685432E0
1.596618198E1,-6.239079833E-1,7.149370313E-1,8.389911652E0,8.443400598E0
1.597121865E1,-5.736024976E-1,6.933775544E-1,8.445008278E0,8.492817970E0
1.597625531E1,-4.346634448E-1,7.005640864E-1,8.519268990E0,8.559069252E0
1.598129198E1,-3.077019751E-1,7.652425766E-1,8.598320007E0,8.637788123E0
1.598632859E1,-1.999044865E-1,8.658535480E-1,8.619879723E0,8.665563490E0
1.599136531E1,-7.533847541E-2,9.712555408E-1,8.624670982E0,8.679513971E0
1.599641286E1,-4.419697449E-2,1.093426108E0,8.543223381E0,8.613025007E0
1.600144953E1,-5.617448315E-2,1.227574110E0,8.430635452E0,8.519724637E0
1.600648620E1,-1.160619780E-1,1.287461519E0,8.258159637E0,8.358721681E0
1.601152286E1,-3.100974560E-1,1.349744558E0,8.054541588E0,8.172735833E0
1.601655948E1,-5.113195181E-1,1.352140069E0,7.721566677E0,7.855719086E0
1.602159620E1,-6.502584815E-1,1.275484085E0,7.395778656E0,7.533076242E0
1.602658297E1,-6.981685162E-1,1.191641569E0,7.084363937E0,7.217732421E0
1.603161964E1,-6.814000010E-1,1.177268505E0,6.825649738E0,6.959867919E0
1.603665630E1,-5.975574851E-1,1.241947055E0,6.713061333E0,6.853079592E0
1.604169297E1,-5.065284967E-1,1.313812017E0,6.531003475E0,6.681068741E0
1.604672964E1,-4.298724830E-1,1.404841065E0,6.394459724E0,6.561058142E0
1.605176630E1,-4.226859510E-1,1.471915007E0,6.317803860E0,6.500757095E0
1.605683167E1,-4.202904403E-1,1.464728594E0,6.212401867E0,6.396562426E0
1.606186833E1,-4.466409385E-1,1.469519496E0,6.123768330E0,6.313439176E0
1.606690500E1,-4.322679937E-1,1.579712510E0,6.106999874E0,6.322799593E0
1.607194167E1,-3.580074608E-1,1.742606521E0,6.075858116E0,6.330947692E0
1.607697833E1,-3.412389755E-1,1.927060008E0,6.047112465E0,6.355908548E0
1.608201500E1,-3.867534697E-1,2.065999031E0,6.054298878E0,6.408780316E0
1.608705958E1,-3.675894737E-1,2.200147152E0,6.106999874E0,6.501631870E0
1.609209625E1,-3.316569626E-1,2.355854511E0,6.226774693E0,6.665791018E0
1.609713292E1,-2.046954781E-1,2.487607002E0,6.380086899E0,6.850955968E0
1.610216958E1,-2.263748273E-2,2.715179682E0,6.509443760E0,7.053054035E0
1.610720620E1,9.474202245E-2,2.925983429E0,6.669942379E0,7.284125645E0
1.611224286E1,2.240990251E-1,3.079295397E0,6.758575916E0,7.430385517E0
1.611726943E1,2.791955173E-1,3.167928934E0,6.796903610E0,7.504107046E0
1.612230609E1,2.480540127E-1,3.160742521E0,6.698688030E0,7.411089354E0
1.612734276E1,2.528450191E-1,3.093668461E0,6.574122429E0,7.270061957E0
1.613237943E1,2.121215165E-1,2.981080055E0,6.416019440E0,7.077933264E0
1.613741604E1,1.402565241E-1,2.894841909E0,6.212401867E0,6.855196462E0
1.614245276E1,8.516002446E-2,2.832559109E0,6.071067333E0,6.699888200E0
1.614749536E1,-1.065997407E-2,2.789439917E0,6.030343533E0,6.644255549E0
1.615253203E1,-1.064799801E-1,2.803812981E0,6.087835789E0,6.703316329E0
1.615756870E1,-2.310459763E-1,2.892446518E0,6.178864956E0,6.826272866E0
1.616260536E1,-4.514319599E-1,3.052944899E0,6.399250507E0,7.104552796E0
1.616764198E1,-6.814000010E-1,3.165533543E0,6.598077297E0,7.349798133E0
1.617267865E1,-9.305319786E-1,3.333218575E0,6.832836151E0,7.659235321E0
1.617769120E1,-1.158104539E0,3.469762087E0,7.041244507E0,7.934707258E0
1.618272792E1,-1.289857030E0,3.567977428E0,7.175392628E0,8.116677488E0
1.618776458E1,-1.354535460E0,3.721289396E0,7.237675667E0,8.250255156E0
1.619280125E1,-1.366513014E0,3.886579037E0,7.376614571E0,8.449100363E0
1.619783786E1,-1.304229975E0,4.011145115E0,7.441293240E0,8.553545817E0
1.620287453E1,-1.196432471E0,4.037495613E0,7.582627773E0,8.673469054E0
1.620794099E1,-1.083843946E0,4.006354332E0,7.683238506E0,8.732568161E0
1.621297766E1,-8.922040462E-1,3.956048489E0,7.759894848E0,8.755701900E0
1.621801432E1,-6.358854771E-1,3.968025923E0,7.932370663E0,8.892248557E0
1.622305099E1,-3.532164693E-1,4.044682026E0,8.073705673E0,9.037086802E0
1.622808760E1,-1.903224736E-1,4.051868439E0,8.157547951E0,9.110403342E0
1.623312427E1,-1.305547729E-2,4.054264069E0,8.195876122E0,9.143829230E0
1.623815010E1,7.318252325E-2,3.975212574E0,8.200667381E0,9.113649993E0
1.624318677E1,6.839152426E-2,3.920115948E0,8.210248947E0,9.098361073E0
1.624822344E1,-3.473478835E-3,3.915324926E0,8.250972748E0,9.132816249E0
1.625326010E1,-8.731596917E-2,3.891370058E0,8.195876122E0,9.073189649E0
1.625829672E1,-2.214639932E-1,3.934489012E0,8.088078499E0,8.997014165E0
1.626333338E1,-3.675894737E-1,3.956048489E0,7.927579403E0,8.867466203E0
1.626861781E1,-5.232970119E-1,4.080614567E0,7.716775894E0,8.744934831E0
1.627365453E1,-6.502584815E-1,4.214762688E0,7.477225780E0,8.607901369E0
1.627869115E1,-7.652425170E-1,4.317769051E0,7.201743126E0,8.431715705E0
1.628372781E1,-9.041814804E-1,4.425566673E0,6.875955105E0,8.226903618E0
1.628876448E1,-1.011978984E0,4.547737122E0,6.607659340E0,8.084996991E0
1.629380115E1,-1.064679980E0,4.583669662E0,6.413623810E0,7.954755899E0
1.629860906E1,-1.167686462E0,4.600438118E0,6.317803860E0,7.902035697E0
1.630364573E1,-1.129358530E0,4.689071655E0,6.310617447E0,7.942715923E0
1.630868240E1,-1.055097938E0,4.772913933E0,6.406437397E0,8.058311187E0
1.631371911E1,-9.401140213E-1,4.828010559E0,6.648382664E0,8.270096274E0
1.631875573E1,-7.820109725E-1,4.820824146E0,6.943029404E0,8.488671504E0
1.632379240E1,-6.358854771E-1,4.796869278E0,7.223302841E0,8.694274504E0
1.632880307E1,-4.682004750E-1,4.748959064E0,7.498785019E0,8.888396967E0
1.633383974E1,-2.550009787E-1,4.808846951E0,7.783849716E0,9.153051453E0
1.633887641E1,-6.815197319E-2,4.844779015E0,8.044960022E0,9.391374242E0
1.634391307E1,1.569052413E-2,4.866338730E0,8.246181488E0,9.575019998E0
1.634894974E1,8.755552769E-2,4.962158680E0,8.377934456E0,9.737580320E0
1.635398641E1,1.354655176E-1,5.101097584E0,8.363561630E0,9.797382845E0
1.635901885E1,1.785845160E-1,5.259200573E0,8.349187851E0,9.869144890E0
1.636405552E1,1.905620247E-1,5.381371021E0,8.248577118E0,9.850608734E0
1.636909219E1,2.240990251E-1,5.479586601E0,8.088078499E0,9.772057281E0
1.637412885E1,3.295010328E-1,5.573011398E0,7.965907574E0,9.727420544E0
1.637916547E1,4.516715407E-1,5.692786217E0,7.961116314E0,9.797509635E0
1.638420219E1,5.115590096E-1,5.819747925E0,7.987467289E0,9.895998799E0
1.638925240E1,4.540670216E-1,5.953895569E0,8.073705673E0,1.004190085E1
1.639428906E1,3.869930208E-1,6.056902409E0,8.116825104E0,1.013502245E1
1.639932573E1,2.648225129E-1,6.119185448E0,8.102451324E0,1.015698178E1
1.640436240E1,1.450475305E-1,6.186259270E0,8.080892563E0,1.017799917E1
1.640939906E1,-6.336096674E-2,6.198236942E0,8.143175125E0,1.023393653E1
1.641443568E1,-2.526054680E-1,6.195841312E0,8.157547951E0,1.024684574E1
1.641945411E1,-4.873644412E-1,6.140744686E0,8.083288193E0,1.016296302E1
1.642449083E1,-7.029594779E-1,6.064088821E0,7.965907574E0,1.003608533E1
1.642952745E1,-8.466895223E-1,5.982641697E0,7.941953182E0,9.979153530E0
1.643456411E1,-9.425095320E-1,5.939522743E0,7.980280399E0,9.992553722E0
1.643960073E1,-1.009583473E0,5.862866879E0,8.095265388E0,1.004618278E1
1.644463740E1,-1.055097938E0,5.798188210E0,8.370747566E0,1.023726687E1
1.644966807E1,-1.071866512E0,5.767046928E0,8.749237061E0,1.053360704E1
1.645470474E1,-1.067075491E0,5.683204174E0,9.103770256E0,1.078499386E1
1.645974141E1,-1.014374495E0,5.644876480E0,9.554124832E0,1.114337863E1
1.646477807E1,-9.377185106E-1,5.613734722E0,9.939800262E0,1.145394966E1
1.646981469E1,-8.562715054E-1,5.532287598E0,1.023444653E1,1.166547481E1
1.647485135E1,-8.323165178E-1,5.539474487E0,1.054586124E1,1.194126115E1
1.647987859E1,-7.460784912E-1,5.460422516E0,1.074947929E1,1.207990696E1
1.648491526E1,-6.790044904E-1,5.438863277E0,1.091476917E1,1.221369997E1
1.648995193E1,-6.837955117E-1,5.400535107E0,1.095788765E1,1.223554892E1
1.649498859E1,-7.269145250E-1,5.290342331E0,1.092195511E1,1.215751743E1
1.650002521E1,-7.868019938E-1,5.184940338E0,1.082134438E1,1.202514689E1
1.650506188E1,-8.490849733E-1,5.086724758E0,1.066084576E1,1.184269168E1
1.651015292E1,-9.520914555E-1,4.993300438E0,1.051232433E1,1.167683563E1
1.651518958E1,-1.023956537E0,4.916644096E0,1.021528244E1,1.138305194E1
1.652022625E1,-1.026352048E0,4.883107185E0,9.872726440E0,1.106204600E1
1.652526286E1,-1.067075491E0,4.763332367E0,9.592453003E0,1.076304511E1
1.653029953E1,-1.158104539E0,4.595647335E0,9.204381943E0,1.035286567E1
1.653533615E1,-1.249133468E0,4.461499214E0,8.801938057E0,9.946829807E0
1.654032130E1,-1.356930971E0,4.267463684E0,8.433031082E0,9.548220839E0
1.654535797E1,-1.529407024E0,4.001563072E0,8.128802299E0,9.188526524E0
1.655039464E1,-1.709069490E0,3.733267069E0,7.896438122E0,8.900108794E0
1.655543130E1,-1.783329964E0,3.529649496E0,7.762290478E0,8.711592552E0
1.656046792E1,-1.886336446E0,3.270935535E0,7.747917175E0,8.619019957E0
1.656550453E1,-2.049230337E0,3.067317963E0,7.793431759E0,8.622375719E0
1.657056010E1,-2.173796415E0,2.832559109E0,7.915602207E0,8.683636350E0
1.657559677E1,-2.164214373E0,2.631337166E0,8.212644577E0,8.891304183E0
1.658063344E1,-2.082767487E0,2.509166479E0,8.607902527E0,9.204880376E0
1.658567010E1,-1.970178962E0,2.358250141E0,9.170845032E0,9.671987772E0
1.659070672E1,-1.833635449E0,2.298362494E0,9.750555992E0,1.018420499E1
1.659574339E1,-1.706673980E0,2.240870476E0,1.026798344E1,1.064733396E1
1.660078391E1,-1.534198046E0,2.063603640E0,1.069198704E1,1.099685457E1
1.660582057E1,-1.388072491E0,1.953410506E0,1.102496147E1,1.128239041E1
1.661085719E1,-1.249133468E0,1.816866994E0,1.122378826E1,1.143830245E1
1.661589385E1,-1.131754041E0,1.706674099E0,1.126690769E1,1.145149827E1
1.662093052E1,-1.167686462E0,1.479101539E0,1.111599064E1,1.127459449E1
1.662596714E1,-1.301834464E0,1.198828101E0,1.086206818E1,1.100529358E1
1.663102677E1,-1.349744439E0,9.425095916E-1,1.061772633E1,1.074459151E1
1.663606344E1,-1.246737957E0,7.772200704E-1,1.042848206E1,1.053146070E1
1.664110010E1,-1.167686462E0,6.670270562E-1,1.035182667E1,1.043880894E1
1.664613672E1,-1.035933971E0,5.712070465E-1,1.043087769E1,1.049774480E1
1.665117333E1,-8.682489991E-1,5.017375350E-1,1.058898067E1,1.063635786E1
1.665621000E1,-6.670269966E-1,4.753870666E-1,1.078541183E1,1.081647014E1
1.666123224E1,-5.400654674E-1,4.729915559E-1,1.091476917E1,1.093835352E1
1.666626885E1,-4.538274705E-1,4.562230706E-1,1.098663330E1,1.100546274E1
1.667130557E1,-3.795669675E-1,4.682005644E-1,1.103693962E1,1.105338496E1
1.667634219E1,-3.005154729E-1,4.298725724E-1,1.098184299E1,1.099436108E1
1.668137880E1,-3.100974560E-1,4.394545555E-1,1.081415749E1,1.082752432E1
1.668641547E1,-3.484254777E-1,3.891490698E-1,1.064168167E1,1.065449324E1
1.669146260E1,-4.035219848E-1,3.268660605E-1,1.050992966E1,1.052275120E1
1.669649922E1,-4.873644412E-1,3.148885667E-1,1.034463978E1,1.036090011E1
1.670153589E1,-5.688114762E-1,3.077020645E-1,1.020809650E1,1.022856106E1
1.670657255E1,-6.526539922E-1,3.292615712E-1,1.012904453E1,1.015538840E1
1.671160917E1,-6.766089797E-1,3.460300565E-1,1.018653679E1,1.021484548E1
1.671664583E1,-7.484740019E-1,3.172840774E-1,1.026798344E1,1.030011487E1
1.672164932E1,-8.874130249E-1,2.550010681E-1,1.022965527E1,1.027124015E1
1.672668599E1,-1.050307035E0,1.280395836E-1,1.018414116E1,1.023895845E1
1.673172266E1,-1.110194445E0,4.659258202E-2,1.019611835E1,1.025648732E1
1.673675932E1,-1.189245939E0,1.078059315E-3,1.025121498E1,1.031996684E1
1.674179594E1,-1.294648051E0,-6.120492145E-2,1.041171360E1,1.049207509E1
1.674683260E1,-1.366513014E0,-2.048141696E-2,1.068000984E1,1.076709745E1
1.675190198E1,-1.335371494E0,6.575655192E-2,1.100340176E1,1.108433088E1
