"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.606811198E0,2.217035294E-1,7.294308394E-2,9.872726440E0,9.875484824E0
1.611848281E0,2.097260207E-1,7.054757327E-2,9.915844917E0,9.918313485E0
1.616885364E0,1.929575205E-1,9.210705012E-2,9.927823067E0,9.930125234E0
1.621922395E0,2.025395185E-1,8.731608838E-2,9.901472092E0,9.903928308E0
1.626959427E0,2.097260207E-1,8.971153945E-2,9.899076462E0,9.901704296E0
1.631996458E0,1.809800267E-1,9.450256079E-2,9.887099266E0,9.889207066E0
1.637039479E0,2.025395185E-1,9.689807147E-2,9.894286156E0,9.896833333E0
1.642076510E0,2.001440227E-1,8.012955636E-2,9.908658981E0,9.911004045E0
1.647113541E0,1.713980287E-1,9.450256079E-2,9.913449287E0,9.915381223E0
1.652150573E0,1.761890203E-1,8.971153945E-2,9.894286156E0,9.896261378E0
1.657187656E0,1.953530163E-1,5.857007578E-2,9.887099266E0,9.889202453E0
1.662224687E0,2.193080187E-1,6.815206259E-2,9.915844917E0,9.918503977E0
1.667245156E0,2.121215165E-1,8.731608838E-2,9.913449287E0,9.916102884E0
1.672282239E0,2.073305249E-1,8.492057770E-2,9.903867722E0,9.906401632E0
1.677319270E0,2.240990251E-1,7.533853501E-2,9.884703636E0,9.887530644E0
1.682356302E0,2.456585169E-1,8.731608838E-2,9.882308006E0,9.885746494E0
1.687393333E0,2.432630211E-1,6.815206259E-2,9.870330811E0,9.873563283E0
1.692430416E0,2.145170271E-1,5.857007578E-2,9.908658981E0,9.911153859E0
1.697448645E0,2.384720147E-1,5.138354376E-2,9.875122070E0,9.878134696E0
1.702485677E0,2.288900167E-1,7.054757327E-2,9.882308006E0,9.885210121E0
1.707522708E0,2.001440227E-1,7.773404568E-2,9.925427437E0,9.927749494E0
1.712559791E0,2.240990251E-1,9.689807147E-2,9.915844917E0,9.918850237E0
1.717596875E0,2.384720147E-1,7.773404568E-2,9.860748291E0,9.863937771E0
1.722633906E0,2.145170271E-1,6.815206259E-2,9.884703636E0,9.887265964E0
1.727707031E0,1.977485269E-1,6.096558645E-2,9.896680832E0,9.898844012E0
1.732744114E0,2.073305249E-1,8.492057770E-2,9.899076462E0,9.901611598E0
1.737781145E0,1.929575205E-1,8.492057770E-2,9.918240547E0,9.920480818E0
1.742818177E0,1.809800267E-1,1.256440729E-1,9.875122070E0,9.877579466E0
1.747855260E0,1.977485269E-1,8.252506703E-2,9.899076462E0,9.901395339E0
1.752892343E0,1.977485269E-1,8.012955636E-2,9.927823067E0,9.930115612E0
1.757933073E0,2.193080187E-1,7.054757327E-2,9.891890526E0,9.894572813E0
1.762970156E0,1.929575205E-1,7.533853501E-2,9.906263351E0,9.908428841E0
1.768007239E0,1.809800267E-1,1.040845439E-1,9.939800262E0,9.941992588E0
1.773044270E0,1.977485269E-1,7.533853501E-2,9.906263351E0,9.908523299E0
1.778081302E0,2.169125229E-1,9.689807147E-2,9.901472092E0,9.904321777E0
1.783118385E0,2.145170271E-1,6.815206259E-2,9.920636177E0,9.923189226E0
1.788169323E0,2.193080187E-1,8.971153945E-2,9.894286156E0,9.897122951E0
1.793206406E0,1.881665289E-1,6.336104125E-2,9.901472092E0,9.903462569E0
1.798243437E0,2.145170271E-1,4.180156067E-2,9.887099266E0,9.889514489E0
1.803280520E0,2.217035294E-1,5.377905443E-2,9.908658981E0,9.911284854E0
1.808317552E0,2.145170271E-1,6.575655192E-2,9.920636177E0,9.923173063E0
1.813354635E0,2.193080187E-1,3.940605000E-2,9.882308006E0,9.884819694E0
1.818352187E0,2.073305249E-1,5.377905443E-2,9.918240547E0,9.920553094E0
1.823389270E0,2.145170271E-1,1.040845439E-1,9.918240547E0,9.921106123E0
1.828426250E0,2.288900167E-1,7.773404568E-2,9.923031807E0,9.925975693E0
1.833463333E0,2.025395185E-1,8.012955636E-2,9.879912376E0,9.882313068E0
1.838500364E0,2.097260207E-1,8.012955636E-2,9.884703636E0,9.887252992E0
1.843537448E0,2.001440227E-1,1.016890332E-1,9.896680832E0,9.899226726E0
1.848574218E0,2.336810231E-1,7.294308394E-2,9.872726440E0,9.875760977E0
1.853611302E0,2.097260207E-1,6.815206259E-2,9.887099266E0,9.889558211E0
1.858648281E0,2.001440227E-1,8.492057770E-2,9.899076462E0,9.901463727E0
1.863685364E0,1.666070223E-1,8.731608838E-2,9.882308006E0,9.884098013E0
1.868722395E0,1.785845160E-1,9.450256079E-2,9.879912376E0,9.881978128E0
1.873759479E0,2.025395185E-1,8.012955636E-2,9.901472092E0,9.903867557E0
1.878828125E0,1.953530163E-1,5.377905443E-2,9.913449287E0,9.915519742E0
1.883865156E0,2.121215165E-1,6.096558645E-2,9.906263351E0,9.908721710E0
1.888902239E0,2.193080187E-1,1.088755652E-1,9.939800262E0,9.942815454E0
1.893939270E0,2.240990251E-1,7.773404568E-2,9.901472092E0,9.904312825E0
1.898976302E0,2.145170271E-1,4.659258202E-2,9.901472092E0,9.903905190E0
1.904013385E0,2.025395185E-1,8.731608838E-2,9.891890526E0,9.894349121E0
1.909040416E0,2.193080187E-1,8.971153945E-2,9.894286156E0,9.897122951E0
1.914077448E0,2.169125229E-1,8.012955636E-2,9.920636177E0,9.923330789E0
1.919114479E0,2.073305249E-1,4.659258202E-2,9.911054611E0,9.913332453E0
1.924151562E0,2.240990251E-1,8.252506703E-2,9.870330811E0,9.873219387E0
1.929188593E0,2.025395185E-1,7.054757327E-2,9.860748291E0,9.863080456E0
1.934225625E0,2.121215165E-1,6.336104125E-2,9.918240547E0,9.920710948E0
1.939243385E0,2.240990251E-1,7.533853501E-2,9.913449287E0,9.916268101E0
1.944280468E0,2.073305249E-1,5.377905443E-2,9.882308006E0,9.884628959E0
1.949317448E0,2.312855273E-1,5.377905443E-2,9.884703636E0,9.887555368E0
1.954354531E0,2.217035294E-1,5.617456511E-2,9.908658981E0,9.911298141E0
1.959391562E0,2.288900167E-1,8.252506703E-2,9.913449287E0,9.916434732E0
1.964428645E0,1.881665289E-1,7.054757327E-2,9.903867722E0,9.905906291E0
1.969489427E0,1.881665289E-1,1.136665866E-1,9.894286156E0,9.896728008E0
1.974526510E0,1.785845160E-1,9.450256079E-2,9.858353615E0,9.860423883E0
1.979563541E0,2.121215165E-1,9.450256079E-2,9.901472092E0,9.904194861E0
1.984600573E0,2.193080187E-1,8.012955636E-2,9.903867722E0,9.906619635E0
1.989637656E0,1.881665289E-1,7.533853501E-2,9.954173088E0,9.956236458E0
1.994674687E0,1.618160307E-1,8.731608838E-2,9.894286156E0,9.895994496E0
1.999710260E0,1.833755225E-1,7.294308394E-2,9.875122070E0,9.877093863E0
2.004747343E0,1.881665289E-1,6.336104125E-2,9.884703636E0,9.886697489E0
2.009784375E0,2.312855273E-1,1.016890332E-1,9.867935181E0,9.871169049E0
2.014821406E0,1.929575205E-1,6.815206259E-2,9.872726440E0,9.874847071E0
2.019858489E0,1.977485269E-1,8.971153945E-2,9.920636177E0,9.923012385E0
2.024895520E0,2.049350291E-1,7.773404568E-2,9.887099266E0,9.889528444E0
2.029929895E0,2.097260207E-1,5.617456511E-2,9.899076462E0,9.901457235E0
2.034966979E0,2.169125229E-1,4.659258202E-2,9.903867722E0,9.906352394E0
2.040004062E0,2.169125229E-1,6.575655192E-2,9.887099266E0,9.889697006E0
2.045041145E0,2.121215165E-1,8.012955636E-2,9.935009003E0,9.937596297E0
2.050078229E0,2.001440227E-1,8.252506703E-2,9.891890526E0,9.894259254E0
2.055115312E0,2.264945209E-1,7.533853501E-2,9.896680832E0,9.899558937E0
2.060212968E0,2.193080187E-1,9.689807147E-2,9.872726440E0,9.875637327E0
2.065250052E0,2.049350291E-1,6.336104125E-2,9.896680832E0,9.899005227E0
2.070287135E0,1.737935245E-1,4.419707134E-2,9.896680832E0,9.898305363E0
2.075324218E0,2.097260207E-1,1.064800546E-1,9.884703636E0,9.887501655E0
2.080361302E0,2.097260207E-1,6.336104125E-2,9.908658981E0,9.911080790E0
2.085398385E0,2.264945209E-1,6.815206259E-2,9.882308006E0,9.885138138E0
2.090420885E0,2.001440227E-1,1.064800546E-1,9.899076462E0,9.901672103E0
2.095457968E0,2.049350291E-1,6.575655192E-2,9.889494896E0,9.891836613E0
2.100495104E0,2.049350291E-1,6.815206259E-2,9.879912376E0,9.882272595E0
2.105532135E0,2.121215165E-1,9.210705012E-2,9.901472092E0,9.904172294E0
2.110569218E0,2.288900167E-1,6.336104125E-2,9.908658981E0,9.911504834E0
2.115606302E0,2.145170271E-1,6.336104125E-2,9.911054611E0,9.913578349E0
2.120585520E0,2.217035294E-1,6.575655192E-2,9.891890526E0,9.894593198E0
2.125622552E0,2.169125229E-1,4.898803309E-2,9.908658981E0,9.911154003E0
2.130659635E0,2.001440227E-1,7.054757327E-2,9.906263351E0,9.908536127E0
2.135696770E0,2.264945209E-1,7.533853501E-2,9.882308006E0,9.885190296E0
2.140733854E0,2.336810231E-1,6.575655192E-2,9.877516747E0,9.880499371E0
2.145770937E0,2.073305249E-1,4.659258202E-2,9.896680832E0,9.898961981E0
2.150802343E0,1.977485269E-1,8.012955636E-2,9.882308006E0,9.884611108E0
2.155839427E0,1.737935245E-1,9.210705012E-2,9.908658981E0,9.910611016E0
2.160876510E0,2.025395185E-1,8.012955636E-2,9.877516747E0,9.879918020E0
2.165913593E0,2.121215165E-1,6.336104125E-2,9.908658981E0,9.911131770E0
2.170950677E0,2.193080187E-1,6.336104125E-2,9.903867722E0,9.906498194E0
2.175987812E0,2.025395185E-1,7.773404568E-2,9.887099266E0,9.889479093E0
2.181047812E0,2.121215165E-1,8.252506703E-2,9.918240547E0,9.920851852E0
2.186084843E0,1.929575205E-1,9.929358214E-2,9.923031807E0,9.925404378E0
2.191121979E0,1.690025181E-1,1.160620376E-1,9.932613373E0,9.934729018E0
2.196159062E0,1.953530163E-1,8.731608838E-2,9.882308006E0,9.884624344E0
2.201196145E0,2.049350291E-1,1.016890332E-1,9.908658981E0,9.911299705E0
2.206233229E0,2.193080187E-1,1.064800546E-1,9.925427437E0,9.928421013E0
2.211242864E0,2.073305249E-1,9.450256079E-2,9.901472092E0,9.904093409E0
2.216279948E0,1.785845160E-1,8.971153945E-2,9.851166725E0,9.853193718E0
2.221317031E0,1.929575205E-1,5.138354376E-2,9.923031807E0,9.925040711E0
2.226354114E0,1.953530163E-1,9.689807147E-2,9.911054611E0,9.913453260E0
2.231391250E0,2.264945209E-1,8.252506703E-2,9.891890526E0,9.894827352E0
2.236428281E0,2.097260207E-1,1.232485697E-1,9.894286156E0,9.897276077E0
2.241493645E0,1.785845160E-1,1.064800546E-1,9.896680832E0,9.898864678E0
2.246530781E0,2.121215165E-1,8.971153945E-2,9.911054611E0,9.913730237E0
2.251567812E0,2.049350291E-1,4.898803309E-2,9.927823067E0,9.930058864E0
2.256604895E0,2.240990251E-1,5.138354376E-2,9.932613373E0,9.935273980E0
2.261642031E0,2.384720147E-1,7.773404568E-2,9.932613373E0,9.935779783E0
2.266679114E0,1.977485269E-1,9.210705012E-2,9.894286156E0,9.896690695E0
2.271695573E0,1.977485269E-1,5.377905443E-2,9.923031807E0,9.925147702E0
2.276732656E0,2.240990251E-1,5.377905443E-2,9.927823067E0,9.930497641E0
2.281769739E0,2.288900167E-1,7.294308394E-2,9.918240547E0,9.921149474E0
2.286806823E0,2.121215165E-1,8.492057770E-2,9.915844917E0,9.918477074E0
2.291843906E0,2.097260207E-1,8.252506703E-2,9.877516747E0,9.880087675E0
2.296881041E0,2.145170271E-1,7.773404568E-2,9.906263351E0,9.908890640E0
2.301938281E0,2.025395185E-1,5.857007578E-2,9.908658981E0,9.910901852E0
2.306975312E0,2.025395185E-1,9.450256079E-2,9.903867722E0,9.906389294E0
2.312012448E0,1.737935245E-1,9.929358214E-2,9.891890526E0,9.893915382E0
2.317049531E0,1.905620247E-1,9.689807147E-2,9.908658981E0,9.910964934E0
2.322086614E0,2.025395185E-1,8.252506703E-2,9.915844917E0,9.918256554E0
2.327123698E0,2.049350291E-1,9.210705012E-2,9.915844917E0,9.918390116E0
2.332182708E0,2.097260207E-1,6.336104125E-2,9.896680832E0,9.899105571E0
2.337219791E0,2.025395185E-1,1.112710759E-1,9.903867722E0,9.906563448E0
2.342256875E0,2.121215165E-1,8.492057770E-2,9.882308006E0,9.884949093E0
2.347293958E0,1.857710183E-1,6.575655192E-2,9.889494896E0,9.891458138E0
2.352331041E0,2.121215165E-1,4.180156067E-2,9.956568718E0,9.958915782E0
2.357368125E0,1.953530163E-1,6.815206259E-2,9.903867722E0,9.906028637E0
2.362422604E0,2.097260207E-1,5.617456511E-2,9.887099266E0,9.889482923E0
2.367459687E0,1.833755225E-1,5.857007578E-2,9.920636177E0,9.922503676E0
2.372496770E0,1.761890203E-1,4.659258202E-2,9.927823067E0,9.929495671E0
2.377533854E0,2.073305249E-1,5.857007578E-2,9.863143921E0,9.865496663E0
2.382570885E0,2.121215165E-1,2.263753675E-2,9.906263351E0,9.908560016E0
2.387607968E0,2.193080187E-1,2.742855810E-2,9.894286156E0,9.896754360E0
2.392605833E0,2.001440227E-1,6.096558645E-2,9.913449287E0,9.915656872E0
2.397642968E0,1.977485269E-1,4.419707134E-2,9.903867722E0,9.905940324E0
2.402680000E0,2.217035294E-1,9.689807147E-2,9.891890526E0,9.894849158E0
2.407717083E0,1.977485269E-1,7.773404568E-2,9.894286156E0,9.896567364E0
2.412754218E0,2.121215165E-1,6.575655192E-2,9.853562355E0,9.856064658E0
2.417791302E0,2.169125229E-1,9.689807147E-2,9.884703636E0,9.887558154E0
2.422834739E0,2.264945209E-1,1.016890332E-1,9.884703636E0,9.887821115E0
2.427871875E0,2.121215165E-1,8.492057770E-2,9.899076462E0,9.901713076E0
2.432908958E0,1.905620247E-1,1.280395836E-1,9.920636177E0,9.923292305E0
2.437946041E0,1.785845160E-1,9.210705012E-2,9.875122070E0,9.877166195E0
2.442983125E0,2.001440227E-1,8.492057770E-2,9.908658981E0,9.911043938E0
2.448020208E0,2.217035294E-1,1.136665866E-1,9.901472092E0,9.904606107E0
2.453025156E0,1.977485269E-1,9.450256079E-2,9.899076462E0,9.901502412E0
2.458062239E0,1.881665289E-1,8.012955636E-2,9.899076462E0,9.901188928E0
2.463099375E0,1.809800267E-1,1.040845439E-1,9.908658981E0,9.910858195E0
2.468136406E0,1.905620247E-1,7.054757327E-2,9.913449287E0,9.915531636E0
2.473173489E0,1.977485269E-1,5.857007578E-2,9.903867722E0,9.906014879E0
2.478210625E0,2.360765189E-1,8.252506703E-2,9.913449287E0,9.916603213E0
2.483280781E0,2.121215165E-1,6.096558645E-2,9.896680832E0,9.899141570E0
2.488317916E0,2.169125229E-1,4.180156067E-2,9.932613373E0,9.935069543E0
2.493354948E0,2.097260207E-1,5.857007578E-2,9.915844917E0,9.918235523E0
2.498392083E0,1.929575205E-1,8.012955636E-2,9.908658981E0,9.910861525E0
2.503429166E0,2.049350291E-1,9.450256079E-2,9.896680832E0,9.899253537E0
2.508466250E0,2.288900167E-1,7.054757327E-2,9.872726440E0,9.875631371E0
2.513493125E0,2.169125229E-1,9.210705012E-2,9.867935181E0,9.870748679E0
2.518530208E0,2.264945209E-1,7.773404568E-2,9.872726440E0,9.875630092E0
2.523567291E0,2.169125229E-1,8.971153945E-2,9.935009003E0,9.937781598E0
2.528604375E0,2.145170271E-1,8.971153945E-2,9.915844917E0,9.918570771E0
2.533641510E0,2.145170271E-1,7.294308394E-2,9.927823067E0,9.930408304E0
2.538678593E0,2.217035294E-1,1.280395836E-1,9.903867722E0,9.907176310E0
2.543719323E0,2.169125229E-1,1.040845439E-1,9.894286156E0,9.897210878E0
2.548756406E0,1.977485269E-1,7.533853501E-2,9.903867722E0,9.906128215E0
2.553793489E0,2.145170271E-1,1.232485697E-1,9.891890526E0,9.894983878E0
2.558830625E0,1.929575205E-1,9.210705012E-2,9.901472092E0,9.903780384E0
2.563867708E0,1.977485269E-1,1.088755652E-1,9.882308006E0,9.884885933E0
2.568904791E0,2.145170271E-1,1.088755652E-1,9.855957985E0,9.858893409E0
2.573946666E0,2.001440227E-1,1.040845439E-1,9.920636177E0,9.923200763E0
2.578983802E0,2.025395185E-1,1.016890332E-1,9.906263351E0,9.908855459E0
2.584020885E0,1.881665289E-1,6.575655192E-2,9.872726440E0,9.874738373E0
2.589057968E0,2.145170271E-1,2.503304742E-2,9.913449287E0,9.915801580E0
2.594095052E0,2.073305249E-1,9.450256079E-2,9.918240547E0,9.920857434E0
2.599132135E0,2.049350291E-1,7.533853501E-2,9.875122070E0,9.877535632E0
2.604183229E0,1.929575205E-1,6.575655192E-2,9.927823067E0,9.929915779E0
2.609220312E0,2.121215165E-1,6.575655192E-2,9.899076462E0,9.901567263E0
2.614257395E0,2.169125229E-1,7.054757327E-2,9.903867722E0,9.906494024E0
2.619294531E0,2.264945209E-1,1.040845439E-1,9.903867722E0,9.907004048E0
2.624331614E0,2.264945209E-1,7.773404568E-2,9.889494896E0,9.892393626E0
2.629368698E0,2.193080187E-1,1.088755652E-1,9.879912376E0,9.882945839E0
2.634360573E0,2.001440227E-1,9.210705012E-2,9.891890526E0,9.894343814E0
2.639397656E0,2.097260207E-1,9.210705012E-2,9.891890526E0,9.894542278E0
2.644434739E0,2.217035294E-1,8.731608838E-2,9.896680832E0,9.899548881E0
2.649471823E0,2.073305249E-1,1.088755652E-1,9.908658981E0,9.911425863E0
2.654508906E0,2.121215165E-1,9.929358214E-2,9.901472092E0,9.904241735E0
2.659545989E0,2.049350291E-1,8.971153945E-2,9.906263351E0,9.908789034E0
2.664626354E0,2.121215165E-1,9.689807147E-2,9.913449287E0,9.916191887E0
2.669663489E0,1.977485269E-1,9.929358214E-2,9.913449287E0,9.915918539E0
2.674700520E0,1.929575205E-1,7.294308394E-2,9.918240547E0,9.920385519E0
2.679737656E0,2.288900167E-1,9.450256079E-2,9.884703636E0,9.887804981E0
2.684774739E0,2.193080187E-1,8.731608838E-2,9.882308006E0,9.885126789E0
2.689811823E0,1.905620247E-1,4.898803309E-2,9.918240547E0,9.920191997E0
2.694845104E0,2.025395185E-1,8.252506703E-2,9.891890526E0,9.894308001E0
2.699882187E0,2.145170271E-1,6.336104125E-2,9.925427437E0,9.927947521E0
2.704919270E0,1.594205201E-1,5.377905443E-2,9.927823067E0,9.929248609E0
2.709956354E0,2.073305249E-1,7.773404568E-2,9.918240547E0,9.920711874E0
2.714993437E0,2.025395185E-1,6.096558645E-2,9.901472092E0,9.903731047E0
2.720030520E0,1.881665289E-1,8.252506703E-2,9.858353615E0,9.860494563E0
2.725055416E0,1.953530163E-1,4.419707134E-2,9.884703636E0,9.886732633E0
2.730092552E0,1.713980287E-1,3.461508825E-2,9.887099266E0,9.888645377E0
2.735129635E0,2.145170271E-1,8.252506703E-2,9.879912376E0,9.882585517E0
2.740166718E0,2.408675253E-1,5.617456511E-2,9.913449287E0,9.916534149E0
2.745203802E0,2.097260207E-1,2.982406877E-2,9.908658981E0,9.910923130E0
2.750240885E0,1.977485269E-1,7.773404568E-2,9.901472092E0,9.903751645E0
2.755276093E0,2.001440227E-1,7.773404568E-2,9.865539551E0,9.867875700E0
2.760313125E0,2.049350291E-1,5.857007578E-2,9.896680832E0,9.898975720E0
2.765350260E0,2.145170271E-1,7.533853501E-2,9.908658981E0,9.911267137E0
2.770387291E0,2.240990251E-1,1.040845439E-1,9.901472092E0,9.904554687E0
2.775424427E0,2.240990251E-1,8.971153945E-2,9.884703636E0,9.887650606E0
2.780461510E0,2.217035294E-1,1.064800546E-1,9.920636177E0,9.923684427E0
2.785522916E0,2.193080187E-1,1.064800546E-1,9.891890526E0,9.894894248E0
2.790560000E0,2.193080187E-1,7.054757327E-2,9.884703636E0,9.887387873E0
2.795597135E0,2.217035294E-1,8.492057770E-2,9.925427437E0,9.928266403E0
2.800634166E0,2.193080187E-1,1.040845439E-1,9.899076462E0,9.902052534E0
2.805671302E0,2.097260207E-1,7.054757327E-2,9.875122070E0,9.877600815E0
2.810708333E0,2.217035294E-1,7.533853501E-2,9.915844917E0,9.918609216E0
2.815709218E0,2.264945209E-1,1.016890332E-1,9.918240547E0,9.921347488E0
2.820746354E0,1.953530163E-1,6.575655192E-2,9.879912376E0,9.882062299E0
2.825783437E0,1.761890203E-1,6.096558645E-2,9.901472092E0,9.903227199E0
2.830820520E0,2.073305249E-1,6.096558645E-2,9.920636177E0,9.922989716E0
2.835857604E0,2.169125229E-1,5.138354376E-2,9.894286156E0,9.896796949E0
2.840894687E0,1.881665289E-1,2.503304742E-2,9.899076462E0,9.900896328E0
2.845926562E0,2.121215165E-1,5.138354376E-2,9.903867722E0,9.906272339E0
2.850963645E0,2.217035294E-1,5.138354376E-2,9.937404633E0,9.940010239E0
2.856000729E0,2.001440227E-1,6.815206259E-2,9.872726440E0,9.874990111E0
2.861037812E0,2.145170271E-1,7.054757327E-2,9.901472092E0,9.904046855E0
2.866074895E0,1.905620247E-1,5.617456511E-2,9.889494896E0,9.891490220E0
2.871112031E0,2.025395185E-1,7.054757327E-2,9.889494896E0,9.891820283E0
2.876179427E0,2.240990251E-1,9.689807147E-2,9.906263351E0,9.909271578E0
2.881216510E0,1.977485269E-1,9.450256079E-2,9.915844917E0,9.918266766E0
2.886253593E0,1.833755225E-1,8.731608838E-2,9.901472092E0,9.903554931E0
2.891290677E0,2.217035294E-1,1.040845439E-1,9.913449287E0,9.916474314E0
2.896327760E0,2.145170271E-1,1.088755652E-1,9.887099266E0,9.890025447E0
2.901364895E0,2.312855273E-1,1.136665866E-1,9.906263351E0,9.909614860E0
2.906378333E0,2.001440227E-1,9.689807147E-2,9.925427437E0,9.927918043E0
2.911415416E0,1.977485269E-1,6.096558645E-2,9.896680832E0,9.898844012E0
2.916452500E0,1.905620247E-1,5.857007578E-2,9.899076462E0,9.901083735E0
2.921489583E0,1.881665289E-1,8.012955636E-2,9.887099266E0,9.889214291E0
2.926526666E0,2.073305249E-1,8.492057770E-2,9.899076462E0,9.901611598E0
2.931563802E0,1.977485269E-1,6.575655192E-2,9.939800262E0,9.941984594E0
2.936624427E0,2.145170271E-1,5.617456511E-2,9.896680832E0,9.899164845E0
2.941661510E0,2.073305249E-1,5.857007578E-2,9.884703636E0,9.887051248E0
2.946698593E0,2.025395185E-1,8.492057770E-2,9.937404633E0,9.939831215E0
2.951735677E0,1.953530163E-1,5.857007578E-2,9.930217743E0,9.932311799E0
2.956772812E0,2.001440227E-1,5.377905443E-2,9.879912376E0,9.882085730E0
2.961809895E0,2.097260207E-1,2.503304742E-2,9.884703636E0,9.886959979E0
2.966841614E0,2.264945209E-1,3.461508825E-2,9.889494896E0,9.892148769E0
2.971878750E0,1.929575205E-1,7.773404568E-2,9.889494896E0,9.891682591E0
2.976915833E0,2.193080187E-1,7.533853501E-2,9.901472092E0,9.904187068E0
2.981952916E0,2.193080187E-1,5.617456511E-2,9.920636177E0,9.923218921E0
2.986990000E0,1.929575205E-1,8.492057770E-2,9.889494896E0,9.891741677E0
2.992027083E0,1.809800267E-1,7.294308394E-2,9.891890526E0,9.893814868E0
2.997066614E0,2.121215165E-1,8.012955636E-2,9.925427437E0,9.928017228E0
3.002103750E0,2.336810231E-1,1.088755652E-1,9.872726440E0,9.876091741E0
3.007140833E0,2.360765189E-1,7.533853501E-2,9.853562355E0,9.856677894E0
3.012177916E0,2.097260207E-1,6.575655192E-2,9.937404633E0,9.939834997E0
3.017215000E0,1.953530163E-1,8.492057770E-2,9.927823067E0,9.930108013E0
3.022252083E0,2.121215165E-1,1.040845439E-1,9.911054611E0,9.913870719E0
3.027262968E0,2.121215165E-1,1.232485697E-1,9.887099266E0,9.890142448E0
3.032300052E0,2.169125229E-1,8.492057770E-2,9.879912376E0,9.882658100E0
3.037337187E0,1.905620247E-1,8.731608838E-2,9.903867722E0,9.906085697E0
3.042374218E0,1.929575205E-1,5.377905443E-2,9.901472092E0,9.903498088E0
3.047411302E0,2.097260207E-1,7.773404568E-2,9.932613373E0,9.935131403E0
3.052448437E0,1.857710183E-1,8.971153945E-2,9.923031807E0,9.925176032E0
3.057506093E0,1.833755225E-1,4.898803309E-2,9.923031807E0,9.924846933E0
3.062543229E0,1.953530163E-1,7.294308394E-2,9.925427437E0,9.927617705E0
3.067580312E0,2.408675253E-1,7.773404568E-2,9.920636177E0,9.923864263E0
3.072617395E0,2.217035294E-1,6.815206259E-2,9.932613373E0,9.935321111E0
3.077654479E0,1.977485269E-1,4.898803309E-2,9.915844917E0,9.917937524E0
3.082691614E0,1.953530163E-1,7.054757327E-2,9.932613373E0,9.934784757E0
3.087728125E0,2.169125229E-1,5.377905443E-2,9.920636177E0,9.923152996E0
3.092765260E0,2.193080187E-1,7.054757327E-2,9.872726440E0,9.875413932E0
3.097802343E0,2.480540127E-1,5.138354376E-2,9.867935181E0,9.871186139E0
3.102839479E0,2.073305249E-1,7.533853501E-2,9.899076462E0,9.901534055E0
3.107876562E0,2.169125229E-1,8.012955636E-2,9.956568718E0,9.959253608E0
3.112913645E0,2.264945209E-1,8.971153945E-2,9.932613373E0,9.935600452E0
3.117961145E0,2.193080187E-1,9.929358214E-2,9.925427437E0,9.928346540E0
3.122998229E0,2.240990251E-1,1.136665866E-1,9.887099266E0,9.890291824E0
3.128035312E0,2.097260207E-1,1.136665866E-1,9.879912376E0,9.882791795E0
3.133072448E0,2.097260207E-1,1.184575483E-1,9.923031807E0,9.925954737E0
3.138109479E0,2.169125229E-1,5.857007578E-2,9.887099266E0,9.889651834E0
3.143146614E0,2.193080187E-1,7.533853501E-2,9.851166725E0,9.853895562E0
3.148191198E0,2.121215165E-1,9.689807147E-2,9.896680832E0,9.899428078E0
3.153228333E0,2.217035294E-1,7.054757327E-2,9.894286156E0,9.897021165E0
3.158265416E0,2.097260207E-1,6.575655192E-2,9.925427437E0,9.927860733E0
3.163302500E0,2.240990251E-1,4.419707134E-2,9.901472092E0,9.904106388E0
3.168339583E0,2.240990251E-1,4.180156067E-2,9.915844917E0,9.918465011E0
3.173376718E0,2.169125229E-1,6.336104125E-2,9.891890526E0,9.894471377E0
3.178381875E0,2.145170271E-1,5.857007578E-2,9.899076462E0,9.901573754E0
3.183419010E0,2.169125229E-1,6.096558645E-2,9.913449287E0,9.916009511E0
3.188456093E0,2.097260207E-1,7.773404568E-2,9.915844917E0,9.918367205E0
3.193493177E0,2.169125229E-1,6.336104125E-2,9.906263351E0,9.908840460E0
3.198530260E0,2.169125229E-1,5.138354376E-2,9.920636177E0,9.923140303E0
3.203567343E0,2.217035294E-1,6.815206259E-2,9.891890526E0,9.894609408E0
3.208624479E0,2.360765189E-1,9.210705012E-2,9.923031807E0,9.926266976E0
3.213661614E0,2.217035294E-1,8.252506703E-2,9.911054611E0,9.913877463E0
3.218698698E0,1.761890203E-1,9.689807147E-2,9.954173088E0,9.956203778E0
3.223735781E0,1.761890203E-1,1.040845439E-1,9.946987152E0,9.949091897E0
3.228772864E0,2.073305249E-1,8.971153945E-2,9.879912376E0,9.882494760E0
3.233810000E0,2.049350291E-1,8.731608838E-2,9.915844917E0,9.918346782E0
3.238847395E0,2.240990251E-1,9.210705012E-2,9.913449287E0,9.916409676E0
3.243884531E0,1.953530163E-1,7.294308394E-2,9.906263351E0,9.908457856E0
3.248921614E0,1.977485269E-1,1.280395836E-1,9.899076462E0,9.901879287E0
3.253958698E0,2.240990251E-1,1.280395836E-1,9.896680832E0,9.900045757E0
3.258995833E0,2.049350291E-1,8.731608838E-2,9.887099266E0,9.889608403E0
3.264032916E0,1.953530163E-1,6.096558645E-2,9.889494896E0,9.891612048E0
3.269064583E0,2.097260207E-1,7.054757327E-2,9.896680832E0,9.899154179E0
