"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.363648310E0,6.950636953E-2,4.492495209E-2,2.770956159E-1,2.891908834E-1
7.373740758E0,1.395957023E-1,9.138534963E-2,2.168390304E-1,2.736008175E-1
7.383814143E0,1.237582639E-1,1.291156411E-1,1.652123928E-1,2.434791396E-1
7.393887581E0,9.643208236E-3,1.179431155E-1,2.173178643E-1,2.474482251E-1
7.403937998E0,1.974239573E-2,2.083520889E-1,1.945829242E-1,2.857671597E-1
7.414011383E0,6.051470712E-2,2.689149678E-1,1.050530821E-1,2.949804057E-1
7.424084821E0,5.923664570E-2,2.495705932E-1,-3.944613785E-2,2.595196698E-1
7.434164664E0,8.882080764E-2,2.418276668E-1,-1.293525696E-1,2.882739037E-1
7.444238050E0,5.627575517E-2,2.273585349E-1,-1.420318633E-1,2.739195397E-1
7.454311435E0,4.847607762E-2,1.876347512E-1,-1.580472291E-1,2.500713030E-1
7.464466435E0,5.157015752E-3,2.319120914E-1,-1.338408589E-1,2.678118527E-1
7.474539873E0,-1.396679133E-1,1.995413303E-1,7.605829835E-2,2.551641301E-1
7.484613258E0,-1.596730947E-1,2.168498188E-1,2.089340091E-1,3.408412552E-1
7.494642477E0,-1.796136200E-1,1.700357050E-1,2.298525125E-1,3.376468139E-1
7.504715862E0,-2.418815494E-1,4.931598529E-2,2.827444077E-1,3.753440427E-1
7.514789300E0,-9.855987132E-2,1.189253181E-1,2.963406444E-1,3.341781815E-1
7.524840758E0,-1.334090978E-1,-9.802053124E-2,4.182038605E-1,4.497782574E-1
7.534914196E0,-3.081307113E-1,-1.809825152E-1,3.014649153E-1,4.675257225E-1
7.544987581E0,2.028293908E-1,4.318450093E-1,2.200504299E-3,4.771108006E-1
7.555092737E0,6.055368781E-1,4.984220862E-1,1.265476942E-1,7.944267151E-1
7.565166175E0,4.233831167E-1,2.908431292E-1,1.299960017E-1,5.298508750E-1
7.575239560E0,1.388417929E-1,1.251980364E-1,8.081262000E-3,1.871280273E-1
7.585275393E0,6.391915679E-2,5.220274255E-2,-6.873520464E-2,1.074025758E-1
7.595348779E0,7.271106541E-2,1.008403674E-1,-7.782401890E-2,1.466705718E-1
7.605422164E0,6.350620091E-2,1.115955710E-1,-2.043301612E-2,1.300158343E-1
7.615614977E0,2.357836626E-2,4.056301713E-2,3.686821088E-2,5.967045071E-2
7.625688414E0,-4.190297425E-2,-1.566040702E-2,9.311947972E-2,1.033070428E-1
7.635761800E0,-7.178173214E-2,-4.279220104E-2,1.623584628E-1,1.826035596E-1
7.645705602E0,-6.531578023E-3,-4.650861397E-2,2.746988833E-1,2.786847487E-1
7.655778987E0,8.332845569E-2,7.809420582E-3,2.747504413E-1,2.872149432E-1
7.665852373E0,2.289425284E-1,4.184573889E-2,1.175561324E-1,2.607397005E-1
7.675959143E0,2.302516103E-1,-1.368976291E-2,-8.810911328E-2,2.469138098E-1
7.686032581E0,1.749425530E-1,-7.372935861E-2,-2.190736234E-1,2.898864738E-1
7.696106018E0,1.285780370E-1,-1.310488731E-1,-2.722240388E-1,3.283474472E-1
7.706167841E0,1.298169345E-1,-1.204329208E-1,-3.374170065E-1,3.810600493E-1
7.716241227E0,4.433842748E-2,-9.200675786E-2,-3.807013333E-1,3.941632210E-1
7.726314612E0,-4.973325133E-2,-1.070415974E-1,-4.201591313E-1,4.364229548E-1
7.736398102E0,-1.039027944E-1,-1.073001400E-1,-3.517971635E-1,3.821915161E-1
7.746471539E0,-5.006702617E-2,-1.202791259E-1,-2.707135677E-1,3.004323734E-1
7.756544925E0,4.277297296E-3,-1.516539752E-1,-2.258812934E-1,2.721021540E-1
7.766582321E0,4.374328069E-3,-1.362679005E-1,-1.867153049E-1,2.311940322E-1
7.776655706E0,-4.190972820E-2,-1.212791950E-1,-1.468767971E-1,1.950329766E-1
7.786729091E0,-1.221658289E-1,-7.737178355E-2,-1.906117201E-1,2.392565788E-1
7.796969091E0,-1.267960519E-1,-6.904237717E-2,-1.982806474E-1,2.452739361E-1
7.807042477E0,-1.414714456E-1,-3.700579703E-2,-1.484529674E-1,2.083791795E-1
7.817115862E0,-7.820734382E-2,-1.661850326E-2,-1.839295588E-2,8.204184361E-2
7.827042164E0,-2.829163894E-2,1.634957083E-2,1.257562786E-1,1.299321627E-1
7.837115550E0,3.999140486E-2,8.917154744E-3,1.880329549E-1,1.924453695E-1
7.847188935E0,7.525417954E-2,-2.909620207E-6,1.697272956E-1,1.856624529E-1
7.857280758E0,4.798555747E-2,4.189021885E-2,1.689450294E-1,1.805542221E-1
7.867354143E0,3.065406904E-2,3.205653280E-2,2.605722845E-1,2.643202767E-1
7.877427529E0,4.682654142E-2,5.218528584E-2,2.684482038E-1,2.774535406E-1
7.887456279E0,3.162274137E-2,9.594264627E-2,2.929131091E-1,3.098436357E-1
7.897529716E0,-1.046229247E-2,1.125756949E-1,3.045175076E-1,3.248286611E-1
7.907603102E0,1.375263208E-3,1.000356525E-1,3.306891322E-1,3.454914258E-1
7.917689560E0,-1.758943312E-3,1.264974028E-1,3.049797118E-1,3.301776967E-1
7.927762946E0,-1.744530350E-2,1.394314915E-1,1.965922266E-1,2.416484699E-1
7.937836331E0,-2.956839278E-2,1.247985959E-1,1.294805855E-1,1.822476376E-1
7.947902112E0,-4.282337148E-3,1.521244943E-1,1.020985693E-1,1.832602467E-1
7.957975550E0,6.568545476E-3,1.218810827E-1,7.757131010E-2,1.446217558E-1
7.968048935E0,4.764030129E-2,9.650918841E-2,1.030745357E-1,1.490234266E-1
7.978119925E0,6.476410478E-2,1.032062992E-1,1.646288037E-1,2.048135066E-1
7.988193362E0,5.178819597E-2,1.186700985E-1,2.174126208E-1,2.530471442E-1
7.998266800E0,4.491801560E-2,1.118512005E-1,1.972697526E-1,2.311788798E-1
8.008351539E0,-8.797366172E-3,5.729208142E-2,1.565026492E-1,1.668917477E-1
8.018424925E0,-6.543151103E-3,8.455896378E-2,1.020628214E-1,1.327021126E-1
8.028498310E0,-4.658951424E-3,1.245899275E-1,4.840693623E-2,1.337444853E-1
8.038564925E0,2.090182714E-2,1.279268563E-1,1.706034876E-2,1.307410511E-1
8.048638310E0,-3.235731646E-2,1.278387308E-1,-5.092250556E-2,1.413606685E-1
8.058711696E0,-1.497791894E-2,1.001923531E-1,-7.858052850E-2,1.282097701E-1
8.068794716E0,4.051295295E-2,1.013794765E-1,-1.155867428E-2,1.097847920E-1
8.078868102E0,4.796220362E-2,8.400987834E-2,1.900397614E-2,9.858592062E-2
8.088941539E0,3.638417646E-2,5.845260620E-2,5.835035443E-2,9.025120127E-2
8.099009612E0,4.507905617E-2,8.847781271E-2,1.100834012E-1,1.482524869E-1
8.109082998E0,6.072688848E-3,7.569999993E-2,1.365908682E-1,1.562831815E-1
8.119156435E0,-4.021544382E-2,6.789682060E-2,1.450271010E-1,1.651063906E-1
8.129268102E0,-6.501255184E-2,4.001226276E-2,6.397921592E-2,9.960398154E-2
8.139341487E0,-4.237916321E-2,6.224342808E-2,1.445831824E-2,7.667646823E-2
8.149414925E0,-2.746847644E-2,8.873925358E-2,1.576182898E-3,9.290670954E-2
8.159477841E0,-2.349783294E-2,9.200260788E-2,-2.946198173E-2,9.942150863E-2
8.169551227E0,-2.362203784E-2,7.882701606E-2,-1.626311429E-2,8.388198864E-2
8.179624612E0,-8.849609643E-3,6.156132743E-2,8.138623089E-4,6.219947747E-2
8.189696435E0,4.737121519E-3,3.604395688E-2,2.643680945E-2,4.495010613E-2
8.199769873E0,1.518000755E-2,4.431143776E-2,1.275527626E-1,1.358809898E-1
8.209843258E0,1.519317832E-2,3.210100532E-2,2.351970673E-1,2.378633382E-1
8.219916487E0,-1.065139193E-2,3.186615929E-2,1.955081820E-1,1.983742763E-1
8.229989873E0,-2.400491200E-2,4.555841908E-2,1.545872837E-1,1.629387420E-1
8.240063310E0,-3.275736049E-2,5.833123624E-2,6.019588187E-2,8.999512199E-2
8.250121018E0,-3.332551569E-2,5.784324557E-2,3.339163214E-2,7.464202670E-2
8.260194404E0,5.395319313E-3,6.853444129E-2,3.605268896E-2,7.762651283E-2
8.270267789E0,1.832826808E-2,5.536757782E-2,-5.255605560E-3,5.855864987E-2
8.280335341E0,-9.191541933E-3,4.289361835E-2,4.814922437E-2,6.513597121E-2
8.290408675E0,2.922035567E-2,8.465123922E-2,1.153331846E-1,1.460185090E-1
8.300482112E0,6.935463846E-2,6.054753065E-2,9.833768010E-2,1.347084581E-1
8.310573362E0,6.654572487E-2,7.454404980E-2,9.790289402E-2,1.398932647E-1
8.320646748E0,5.401678756E-2,6.434167922E-2,1.079751700E-1,1.368075377E-1
8.330720133E0,7.844564319E-2,3.727930039E-2,1.485901475E-1,1.721118738E-1
8.340768050E0,6.584744155E-2,4.430728033E-2,1.417184472E-1,1.624288734E-1
8.350841435E0,-1.564229839E-2,8.499333262E-2,6.016429514E-2,1.053009520E-1
8.360914821E0,-2.361235954E-2,7.803102583E-2,-1.315979520E-3,8.153598173E-2
8.371016018E0,-7.315772120E-3,9.135501087E-2,-5.544738099E-2,1.071152211E-1
8.381089404E0,-3.925380111E-2,5.314420909E-2,-8.583961427E-2,1.083217764E-1
8.391162789E0,-3.832441196E-2,5.418336391E-2,-1.004026756E-1,1.203548700E-1
8.401235185E0,-2.190829627E-2,7.400120050E-2,-3.890743852E-2,8.642881402E-2
8.411308571E0,-6.372883916E-2,6.219770014E-2,4.108965769E-2,9.807282403E-2
8.421382008E0,-1.037664115E-1,3.512243927E-2,1.784918904E-1,2.094287680E-1
8.431422425E0,-5.024009943E-2,3.697836399E-2,2.312158793E-1,2.394832976E-1
8.441495862E0,3.762424365E-2,6.230078638E-2,2.064990550E-1,2.189493810E-1
8.451569248E0,5.042215437E-2,6.206884608E-2,8.410713822E-2,1.160557883E-1
8.461652268E0,5.369092152E-2,5.767324194E-2,1.978375390E-2,8.124232153E-2
8.471725602E0,5.185727775E-2,9.774702042E-2,-4.763879627E-2,1.204703788E-1
8.481799039E0,4.319173843E-2,8.629102260E-2,-5.084270239E-2,1.090717527E-1
8.491864508E0,5.636083335E-2,8.745528013E-2,-3.831886873E-2,1.108751787E-1
8.501937893E0,3.667607158E-2,8.915075660E-2,8.252514154E-2,1.268991356E-1
8.512011279E0,3.710306063E-2,1.194872931E-1,2.839622796E-1,3.103037649E-1
8.522117581E0,8.692749776E-3,8.214107156E-2,3.088952303E-1,3.197483117E-1
8.532190966E0,-1.826503687E-2,4.396311194E-2,2.791797221E-1,2.832096114E-1
8.542264352E0,-2.881547436E-2,7.999127358E-2,2.166611105E-1,2.327465837E-1
8.552317529E0,-2.911972627E-2,9.353223443E-2,1.622445732E-1,1.895245073E-1
8.562390862E0,-2.050879644E-3,6.451749802E-2,5.491533875E-2,8.474908901E-2
8.572464300E0,1.143823657E-2,6.419660896E-2,5.520879850E-2,8.544032590E-2
8.582537998E0,4.557143152E-2,1.068212986E-1,1.351302415E-1,1.781789196E-1
8.592611331E0,3.191661090E-2,1.075852811E-1,2.025253475E-1,2.315378568E-1
8.602684768E0,-5.473369360E-2,8.651049435E-2,1.834465563E-1,2.100773236E-1
8.612745810E0,-6.540396065E-2,8.608028293E-2,1.158195063E-1,1.584350063E-1
8.622819196E0,3.997978941E-2,3.088935837E-2,4.827724770E-2,6.988010208E-2
8.632892581E0,2.863557264E-2,6.964924186E-2,-4.506918788E-2,8.776243279E-2
8.642974300E0,-2.048633806E-2,5.484426022E-2,-1.265934110E-1,1.394757134E-1
8.653047685E0,-4.479857534E-2,7.944177836E-2,-1.785459220E-1,2.004907848E-1
8.663121071E0,-2.583394572E-2,4.001558945E-2,-1.262267977E-1,1.349142120E-1
8.673203362E0,-5.120388418E-2,3.963858634E-2,-3.048034944E-2,7.156889677E-2
8.683276748E0,3.605720587E-3,4.126880318E-2,4.973538220E-2,6.472807412E-2
8.693350133E0,1.892644167E-2,2.924999595E-2,8.915823698E-2,9.572337060E-2
8.703450237E0,6.045229267E-3,2.098043822E-2,8.421520889E-2,8.699956892E-2
8.713523623E0,-4.671971500E-2,4.955747724E-2,8.302725106E-2,1.073880801E-1
8.723597060E0,-4.056587070E-2,4.148993641E-2,1.189286411E-1,1.323292347E-1
8.733668102E0,-2.547341213E-2,4.178090021E-2,1.459432244E-1,1.539284350E-1
8.743741487E0,-3.341657296E-2,4.427984357E-2,8.932617307E-2,1.051500694E-1
8.753814925E0,-3.090489469E-2,3.052856587E-2,4.866464436E-2,6.523307030E-2
8.763869039E0,-1.561089186E-3,6.714073569E-2,1.180308219E-2,6.818818180E-2
8.773942425E0,1.449146681E-2,6.739968807E-2,-4.283958301E-2,8.116619021E-2
8.784015810E0,-4.579843208E-2,5.211753026E-2,1.343745738E-2,7.067035165E-2
8.794128050E0,-4.428774491E-2,6.695701182E-2,1.349415332E-1,1.570154870E-1
8.804201435E0,3.246122971E-2,7.287850231E-2,1.565375626E-1,1.756958054E-1
8.814274821E0,3.196116537E-2,5.986002833E-2,1.695859730E-1,1.826585375E-1
8.824336331E0,-7.960824296E-3,7.432874292E-2,1.007302180E-1,1.254380866E-1
8.834409716E0,-7.495545316E-3,7.375928760E-2,3.317050263E-2,8.122129001E-2
8.844483154E0,-5.927286111E-3,5.462520570E-2,-1.615836658E-2,5.727249452E-2
8.854549508E0,-4.509643465E-2,5.456784740E-2,-5.690967664E-2,9.082978412E-2
8.864622893E0,-1.438134257E-2,3.723690286E-2,-2.611425519E-2,4.770077854E-2
8.874696331E0,2.816312201E-2,3.821245581E-2,2.752085030E-2,5.487030546E-2
8.884767373E0,1.362273819E-3,3.935219720E-2,4.009955376E-2,5.619987034E-2
8.894840758E0,4.272164032E-2,9.557561576E-2,5.212376639E-2,1.169475263E-1
8.904914196E0,2.560262941E-2,5.393936858E-2,2.548245341E-2,6.491768285E-2
8.915025498E0,-2.123503014E-3,5.570758507E-2,1.020777877E-2,5.667488903E-2
8.925098883E0,-2.667991677E-3,5.564232916E-2,3.749004006E-2,6.714678010E-2
8.935143883E0,6.423898041E-2,4.324360564E-2,9.080092609E-2,1.193376060E-1
8.945217268E0,5.505203828E-2,3.607846051E-2,1.253929883E-1,1.416184443E-1
8.955290602E0,6.740836054E-2,3.681168333E-2,1.246755645E-1,1.464342292E-1
8.965363987E0,1.070575267E-1,2.625391819E-2,8.052748442E-2,1.365110178E-1
8.975437373E0,7.948421687E-2,5.349461362E-2,2.603777498E-2,9.928433987E-2
8.985464300E0,-6.064479821E-4,5.905572698E-2,-4.819328710E-2,7.622689545E-2
8.995537737E0,-1.224264223E-2,7.206837833E-2,2.053111047E-2,7.592930884E-2
9.005611123E0,2.419920638E-3,8.402982354E-2,6.295753270E-2,1.050262738E-1
9.015764664E0,-3.636287525E-2,4.349882156E-2,6.271727383E-2,8.454503303E-2
9.025838050E0,-6.708128750E-2,1.039607264E-2,1.103494242E-1,1.295568326E-1
9.035911435E0,-7.986839861E-2,3.898475319E-2,1.636129171E-1,1.861933369E-1
9.045909039E0,-4.701629281E-2,5.695539713E-2,1.189244911E-1,1.399910127E-1
9.055982373E0,7.064713631E-3,5.730954185E-2,7.772343606E-2,9.682575215E-2
9.066055810E0,1.656036265E-2,5.398093536E-2,1.255459525E-2,5.784293264E-2
9.076152789E0,5.559712648E-2,4.019016773E-2,-2.820752002E-2,7.417515919E-2
9.086226175E0,6.033302471E-2,2.333847806E-2,-2.550739236E-2,6.953693618E-2
9.096299560E0,4.611179233E-2,5.134066194E-2,1.011716551E-3,6.901582812E-2
9.106361018E0,-6.898059975E-3,5.246502161E-2,5.450134352E-2,7.596419005E-2
9.116434404E0,-6.000231579E-2,4.045369849E-2,1.211607382E-1,1.411265535E-1
9.126507789E0,-4.015390202E-2,3.632079065E-2,1.534807980E-1,1.627510093E-1
9.136579143E0,-3.868646175E-2,5.217115209E-2,1.650976688E-1,1.774139557E-1
9.146652477E0,-4.630668461E-2,3.395609930E-2,1.570072621E-1,1.671783661E-1
9.156725914E0,-4.658987373E-2,6.236562878E-2,1.423045397E-1,1.622056411E-1
9.166791748E0,-5.463622138E-2,7.862915844E-2,1.264495999E-1,1.586100960E-1
9.176865133E0,-5.608526617E-2,7.816153765E-2,7.234645635E-2,1.203694014E-1
9.186938518E0,-3.887244686E-2,4.885875806E-2,3.349887207E-2,7.085492075E-2
9.197060914E0,1.434432343E-2,6.179285049E-2,3.408495337E-2,7.201319346E-2
9.207134352E0,1.203343552E-2,5.552927032E-2,-2.834635042E-2,6.349660632E-2
9.217207737E0,-6.971847266E-2,4.215291515E-2,-5.581316352E-2,9.875547027E-2
9.227245393E0,-9.708874673E-2,5.687725544E-2,5.260426924E-2,1.242113363E-1
9.237318779E0,-4.142602533E-2,1.774785109E-2,1.600182950E-1,1.662436662E-1
9.247392164E0,-1.359935664E-2,1.421099994E-2,1.507972926E-1,1.520747135E-1
9.257514560E0,-1.319019240E-3,5.597402900E-2,6.820149720E-2,8.823987735E-2
9.267587893E0,-2.149637789E-3,3.655646741E-2,-3.548157215E-2,5.098958928E-2
9.277661331E0,1.048697252E-2,6.319237500E-2,-7.582303882E-2,9.925918631E-2
9.287706696E0,3.286384791E-2,8.117715269E-2,-5.387784913E-2,1.028230774E-1
9.297780081E0,2.014483325E-2,8.195609599E-2,-4.094251245E-2,9.380248026E-2
9.307853518E0,-4.184943158E-3,9.010303766E-2,-8.566753007E-3,9.060607265E-2
9.317899300E0,-8.359182393E-4,9.208739549E-2,-2.389296889E-2,9.514021826E-2
9.327972737E0,1.230686158E-2,7.788388431E-2,4.472834244E-2,9.065309093E-2
9.338046123E0,-4.232998565E-2,7.971403003E-2,9.752049297E-2,1.328773902E-1
9.348150081E0,-5.102486536E-2,5.847048014E-2,1.330494434E-1,1.540275570E-1
9.358223466E0,-1.298472565E-2,8.656577766E-2,1.457836032E-1,1.700443940E-1
9.368296904E0,3.332533315E-2,8.416201174E-2,6.597854197E-2,1.120133476E-1
9.378352321E0,7.145811617E-2,5.646949261E-2,-5.628369004E-2,1.070650257E-1
9.388425706E0,2.675063163E-2,4.584148154E-2,-1.147404537E-1,1.264215544E-1
9.398499091E0,3.089912352E-4,4.777679220E-2,-6.201564521E-2,7.828574327E-2
9.408584508E0,2.519697137E-2,5.231788009E-2,6.993230432E-2,9.089870809E-2
9.418657893E0,2.615499124E-2,2.937760204E-2,2.158356309E-1,2.193903978E-1
9.428731279E0,1.093191002E-2,4.421209544E-2,2.294276953E-1,2.339044322E-1
9.438794456E0,-3.875328228E-3,3.304081410E-2,2.135286927E-1,2.161046417E-1
9.448867841E0,6.237602327E-3,9.205705673E-2,1.684096307E-1,1.920291985E-1
9.458941279E0,1.748156920E-2,1.058320254E-1,4.560787976E-2,1.165594336E-1
9.469030133E0,3.792721033E-2,5.964970589E-2,-1.785093546E-2,7.290553198E-2
9.479103518E0,5.035949871E-2,6.132772565E-2,3.506009281E-2,8.675470680E-2
9.489176904E0,8.014182746E-2,5.347092077E-2,9.756122530E-2,1.371132545E-1
9.499262112E0,7.917296886E-2,5.775305256E-2,1.753511578E-1,2.008775812E-1
9.509335446E0,5.665094033E-2,7.075738907E-2,2.313679904E-1,2.484896057E-1
9.519408883E0,2.766516060E-2,4.645125195E-2,2.558969259E-1,2.615460124E-1
9.529461852E0,3.499692306E-2,5.513189733E-2,1.797579974E-1,1.912517931E-1
9.539535237E0,8.823825419E-2,6.967168301E-2,6.992898136E-2,1.324016441E-1
9.549608623E0,6.568408012E-2,5.315834284E-2,1.782849059E-2,8.636007684E-2
9.559667841E0,-1.581969671E-2,5.388907343E-2,3.552230541E-3,5.627533546E-2
9.569741227E0,-3.705501184E-2,8.241166174E-2,8.427257836E-2,1.235581780E-1
9.579814664E0,-3.539526835E-2,8.429045230E-2,1.779606938E-1,2.000692728E-1
9.589873571E0,-1.905045286E-2,4.981352761E-2,1.314051002E-1,1.418153999E-1
9.599946956E0,8.123010397E-3,7.802104950E-2,1.032906845E-1,1.297005512E-1
9.610020393E0,7.773409784E-2,1.161295846E-1,9.183426201E-2,1.672190242E-1
9.620129196E0,1.027039215E-1,1.024805605E-1,5.094162747E-2,1.537706415E-1
9.630202581E0,6.587268412E-2,9.988851100E-2,6.666604429E-2,1.369718460E-1
9.640303779E0,1.177912857E-2,8.689621836E-2,1.069692671E-1,1.383189240E-1
9.650377112E0,-2.343309298E-2,9.056941420E-2,1.446513534E-1,1.722670678E-1
9.660450498E0,-5.999176949E-2,6.348832697E-2,1.309952587E-1,1.574469367E-1
9.670523883E0,-9.782831371E-2,9.024726599E-2,1.046316028E-1,1.693006801E-1
9.680543883E0,-1.338050961E-1,1.021671593E-1,9.268470854E-2,1.921780097E-1
9.690617268E0,-1.164389476E-1,1.227057502E-1,5.839607492E-2,1.789548301E-1
9.700690654E0,-8.649893105E-2,1.071529910E-1,-2.149294876E-2,1.393763803E-1
9.710756071E0,-1.111993939E-1,8.147434890E-2,-7.813493907E-2,1.584564402E-1
9.720829456E0,-1.097103208E-1,8.064635843E-2,-5.009201914E-2,1.450841136E-1
9.730902841E0,-3.657878190E-2,8.921144903E-2,9.158652276E-3,9.685334705E-2
9.741011227E0,-8.072896861E-3,1.040035412E-1,6.261669099E-2,1.216665863E-1
9.751084612E0,1.718598232E-2,9.189120680E-2,1.020378843E-1,1.383874333E-1
9.761157998E0,4.414376989E-2,9.317310154E-2,1.689657867E-1,1.979377082E-1
9.771218935E0,2.525046282E-2,1.241958886E-1,1.925902516E-1,2.305497986E-1
9.781292321E0,-1.782095619E-2,9.650544822E-2,1.384447217E-1,1.696992309E-1
9.791365706E0,1.849718206E-2,1.052401289E-1,6.101224199E-2,1.230452118E-1
9.801441591E0,5.740181729E-2,1.313681006E-1,3.472008184E-2,1.475060357E-1
9.811514925E0,2.567666955E-2,8.923514187E-2,7.659533620E-2,1.203704591E-1
9.821588362E0,6.646232307E-2,8.981706202E-2,1.577853709E-1,1.933405501E-1
9.831639925E0,5.877645686E-2,8.280820400E-2,1.787762046E-1,2.056035064E-1
9.841713362E0,3.222578391E-2,9.757784754E-2,2.322350591E-1,2.539548388E-1
9.851786748E0,4.981867038E-3,7.713111490E-2,1.852122843E-1,2.006928453E-1
9.861868518E0,1.995713636E-2,1.044757292E-1,1.170573384E-1,1.581641102E-1
9.871941956E0,4.183542728E-2,1.254183501E-1,6.812584400E-2,1.487316245E-1
9.882015341E0,4.369976744E-2,1.250621229E-1,5.488457903E-2,1.433963782E-1
9.892130185E0,1.102073193E-1,1.237045825E-1,1.237719208E-1,2.068041714E-1
9.902203571E0,1.123314723E-1,1.095164418E-1,8.348780870E-2,1.777144477E-1
9.912277008E0,-6.813499145E-3,9.593932331E-2,1.244078800E-1,1.572517031E-1
9.922320341E0,-5.854909122E-2,9.413701296E-2,9.888468683E-2,1.485528680E-1
9.932393727E0,-7.161980867E-2,1.025720015E-1,7.679152489E-2,1.467901590E-1
9.942467112E0,-6.836897880E-2,1.005681083E-1,-1.662473753E-2,1.227381096E-1
9.942467112E0,-1.100400183E-2,2.485364228E-1,3.081121743E-1,3.960107997E-1
9.952540550E0,-1.378003880E-2,1.832985729E-1,1.946926564E-1,2.677563944E-1
9.962519091E0,-4.372457508E-3,6.832037866E-2,7.842008024E-2,1.040985183E-1
9.972592529E0,4.852986895E-3,-3.403548896E-2,-6.866121292E-2,7.678755205E-2
9.982666019E0,5.757774692E-3,-1.117526889E-1,-1.259084046E-1,1.684480388E-1
9.992722269E0,1.324440911E-2,-9.264521301E-2,-1.089370102E-1,1.436169281E-1
1.000279576E1,2.888473449E-3,-3.598659858E-2,-4.210968316E-2,5.546714317E-2
1.001286920E1,-1.591873937E-3,-2.222949872E-3,1.055527013E-2,1.090363684E-2
1.002294690E1,-4.466345068E-3,9.243322164E-2,1.071904004E-1,1.416108422E-1
1.003302039E1,-1.155394502E-2,8.644066006E-2,1.087507904E-1,1.393994826E-1
1.004309383E1,-6.274050102E-3,9.078139067E-2,1.014950275E-1,1.363153154E-1
1.005318373E1,-2.567168325E-3,8.218263835E-2,1.654368490E-1,1.847428683E-1
1.006325722E1,2.870103903E-2,1.008299738E-1,1.476756930E-1,1.811036818E-1
1.007333071E1,9.960731119E-2,1.585975736E-1,1.449805498E-1,2.368420711E-1
1.008344659E1,5.426857155E-3,1.331363171E-1,1.431957036E-1,1.956009695E-1
1.009352008E1,2.222040668E-2,1.278591007E-1,1.611123234E-1,2.068788942E-1
1.010359352E1,5.264277011E-2,1.007933915E-1,1.334052533E-1,1.752926998E-1
1.011363472E1,5.248231068E-2,1.132195517E-1,5.272564292E-2,1.354734411E-1
1.012370815E1,3.425768390E-2,7.544686645E-2,-3.349804133E-2,8.937526133E-2
1.013378159E1,-3.923323937E-3,7.587166876E-2,-1.699982882E-1,1.862023646E-1
1.014388461E1,2.338373335E-3,7.160866261E-2,-1.812842935E-1,1.949288681E-1
1.015395805E1,5.183134973E-2,7.707500458E-2,-2.675719857E-1,2.832345542E-1
1.016403154E1,2.133650333E-2,7.938815653E-2,-3.405028582E-1,3.502854867E-1
1.017408019E1,-3.623565659E-2,6.244959310E-2,-2.403337955E-1,2.509448301E-1
1.018415362E1,-9.397130460E-2,7.461138815E-2,6.302819401E-2,1.355360416E-1
1.019422711E1,-1.025650427E-1,7.115891576E-2,3.675141335E-1,3.881363389E-1
1.020435550E1,-6.438153237E-2,2.262312733E-2,5.312633514E-1,5.356281697E-1
1.021442894E1,-6.327238679E-2,-2.874205820E-2,5.558388829E-1,5.601663723E-1
1.022450242E1,-6.720019132E-2,2.339833416E-2,3.575923145E-1,3.646033614E-1
1.023450868E1,-6.673858315E-2,8.913829178E-2,1.825869828E-1,2.138636945E-1
1.024458211E1,-2.220455743E-2,1.137798652E-1,-3.476580232E-2,1.210271090E-1
1.025465555E1,5.056036171E-3,1.118457988E-1,-1.829103678E-1,2.144557038E-1
1.026478555E1,1.570056938E-2,1.142902970E-1,-1.750535518E-1,2.096485771E-1
1.027485899E1,1.096813530E-1,1.285993904E-1,-8.036786318E-2,1.871544705E-1
1.028493243E1,1.756784469E-1,1.195733324E-1,8.114514872E-3,2.126653330E-1
1.029496368E1,1.889480799E-1,9.371678531E-2,4.775019363E-2,2.162505347E-1
1.030503711E1,1.281706393E-1,1.176575571E-1,7.717642933E-2,1.903344813E-1
1.031511060E1,1.019192412E-1,7.757420838E-2,4.928979650E-2,1.372398396E-1
1.032518758E1,4.207661375E-2,7.116141170E-2,-1.337095071E-2,8.374467304E-2
1.033526107E1,1.555693429E-2,8.630348742E-2,-2.830228955E-2,9.214841148E-2
1.034533456E1,1.380014606E-2,9.501073509E-2,1.681261510E-2,9.746870185E-2
1.035538727E1,8.267285675E-2,1.105871797E-1,2.874122746E-2,1.410332716E-1
1.036546071E1,9.583974630E-2,9.069078416E-2,-7.061232347E-3,1.321360522E-1
1.037553414E1,9.662768245E-2,1.066500470E-1,4.538841173E-2,1.509014561E-1
1.038564716E1,8.431503177E-2,9.506685287E-2,9.770172089E-2,1.602883569E-1
1.039572065E1,5.964767933E-2,4.353124276E-2,8.157162368E-2,1.100306527E-1
1.040579409E1,2.046304755E-2,8.796612732E-3,3.539012372E-2,4.181599655E-2
1.041586680E1,-1.492364891E-2,4.025584087E-2,1.824498177E-2,4.664898049E-2
1.042594029E1,-6.613241881E-2,2.022352070E-2,3.972795233E-2,7.975460992E-2
1.043601373E1,-1.019601524E-1,3.879936785E-2,7.643322647E-2,1.332039854E-1
1.044606024E1,-9.636376053E-2,2.640355565E-2,1.459124535E-1,1.768433380E-1
1.045613373E1,-1.076305360E-1,-1.051827613E-2,2.242984623E-1,2.490075633E-1
1.046620716E1,-6.894285232E-2,-1.313693449E-2,2.579129040E-1,2.672915300E-1
