"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.359198774E1,-3.561155558E0,3.173630536E-1,2.613228559E0,4.428488649E0
2.360206107E1,-3.023363590E0,7.090827078E-2,3.464944124E0,4.599086123E0
2.361214216E1,-1.946371078E0,9.468735196E-3,4.146565437E0,4.580660974E0
2.362221555E1,-8.914630413E-1,3.174187839E-1,4.132375240E0,4.239337939E0
2.363228888E1,-4.435470104E-1,5.584566593E-1,3.385874987E0,3.460167224E0
2.364233836E1,-6.187172532E-1,6.528797150E-1,2.336706400E0,2.503848989E0
2.365241170E1,-9.919562936E-1,8.067420721E-1,1.367293358E0,1.871977881E0
2.366248498E1,-1.501670241E0,8.625302911E-1,9.417791963E-1,1.971273718E0
2.367259430E1,-2.114330530E0,7.799685597E-1,1.322050691E0,2.612769139E0
2.368266763E1,-2.722172499E0,4.366001189E-1,2.286161184E0,3.581532596E0
2.369274097E1,-2.930025816E0,-4.809768125E-2,3.080026388E0,4.251344166E0
2.370279893E1,-2.497811794E0,-3.119811118E-1,3.285620451E0,4.139045509E0
2.371287232E1,-1.830388784E0,-3.288793564E-1,3.059466600E0,3.580338058E0
2.372294560E1,-8.387822509E-1,-2.218219489E-1,2.289189816E0,2.448091226E0
2.373306242E1,2.726362050E-1,1.058137417E-1,1.197132826E0,1.232336825E0
2.374313576E1,9.699257016E-1,4.441319108E-1,3.233889043E-1,1.114714943E0
2.375320909E1,1.005262256E0,7.103521228E-1,5.778297782E-2,1.232270755E0
2.376321602E1,7.745896578E-1,1.001441360E0,7.592113316E-2,1.268320919E0
2.377328930E1,2.747349739E-1,1.029440999E0,5.529076457E-1,1.200389496E0
2.378336263E1,-5.989141297E-3,4.788976908E-1,1.101156950E0,1.200802022E0
2.379346920E1,5.154947937E-2,-3.366131186E-1,1.239217162E0,1.285155600E0
2.380354253E1,3.677649498E-1,-9.115424156E-1,5.848881006E-1,1.143789633E0
2.381361586E1,7.107422948E-1,-8.305693865E-1,-4.412588775E-1,1.178859412E0
2.382371873E1,1.066927195E0,-2.426539958E-1,-1.239387631E0,1.653268369E0
2.383379206E1,1.365275383E0,3.156281114E-1,-1.718740940E0,2.217581655E0
2.384386539E1,1.351072073E0,5.722233653E-1,-1.837699890E0,2.351590145E0
2.385393565E1,1.092926741E0,5.799521208E-1,-1.347644567E0,1.829475117E0
2.386400904E1,6.560185552E-1,6.823308468E-1,-3.502571881E-1,1.009264993E0
2.387408232E1,3.440007567E-2,6.358409524E-1,1.205223322E0,1.363099533E0
2.388412852E1,-7.571987510E-1,3.319236338E-1,2.769011497E0,2.889800671E0
2.389420185E1,-1.272675633E0,2.394201700E-3,3.726606607E0,3.937931666E0
2.390427518E1,-1.430313230E0,-2.734028697E-1,3.659744024E0,3.938815988E0
2.391434643E1,-1.019205451E0,-2.649184167E-1,3.373792410E0,3.534322671E0
2.392441982E1,-2.384141833E-1,-1.507307887E-1,1.989765763E0,2.009658898E0
2.393449315E1,2.063280493E-1,-1.135608107E-1,2.122197896E-1,3.170245428E-1
2.394457841E1,1.276791394E-1,-1.169501059E-2,-9.420647621E-1,9.507495737E-1
2.395465175E1,-2.936352789E-1,2.380609512E-1,-1.574851513E0,1.619583891E0
2.396472508E1,-7.500078082E-1,5.128970146E-1,-1.967842221E0,2.167481965E0
2.397479227E1,-9.886670709E-1,7.478863001E-1,-1.953301549E0,2.313478644E0
2.398486560E1,-1.101691484E0,1.032230139E0,-1.571975470E0,2.179525192E0
2.399493893E1,-1.168549657E0,1.193409801E0,-1.366487265E0,2.158013600E0
2.400501414E1,-1.127481461E0,1.195247054E0,-1.481535316E0,2.212414259E0
2.401508753E1,-8.043833971E-1,1.154820800E0,-1.866262436E0,2.337430044E0
2.402516086E1,-3.200116158E-1,1.172226906E0,-2.556506157E0,2.830591296E0
2.403520732E1,1.061772034E-1,1.218220472E0,-3.208144665E0,3.433296799E0
2.404528065E1,2.950631678E-1,1.229732633E0,-3.340301514E0,3.571682912E0
2.405535393E1,3.025596142E-1,1.068882227E0,-2.922520638E0,3.126528172E0
2.406543065E1,1.244527102E-1,7.196987271E-1,-2.073055267E0,2.197956523E0
2.407550404E1,-2.508794069E-1,5.060212016E-1,-1.003735781E0,1.151730633E0
2.408557732E1,-4.955068827E-1,6.529428959E-1,-4.109335542E-1,9.169121452E-1
2.409567294E1,-6.293157339E-1,9.531350136E-1,-9.007152915E-1,1.454576462E0
2.410574633E1,-7.628141642E-1,1.125851750E0,-2.306273460E0,2.677372758E0
2.411581966E1,-7.829253078E-1,1.116501808E0,-3.794704437E0,4.032285963E0
2.412588706E1,-7.473443747E-1,8.006152511E-1,-4.478590488E0,4.610561913E0
2.413596034E1,-4.747808278E-1,3.499890566E-1,-4.659522057E0,4.696706822E0
2.414603367E1,-4.742166400E-2,8.231813461E-2,-4.663185596E0,4.664153192E0
2.415610039E1,4.899171740E-2,-3.458042070E-2,-4.396303654E0,4.396712614E0
2.416617373E1,-3.093683422E-1,2.597368062E-1,-3.878221512E0,3.899201723E0
2.417624706E1,-6.282071471E-1,8.252297640E-1,-3.657296896E0,3.801508775E0
2.418631893E1,-6.666428447E-1,1.160748005E0,-3.944250584E0,4.165196428E0
2.419639227E1,-3.359686732E-1,1.048860669E0,-4.262378216E0,4.402368874E0
2.420646560E1,9.910348058E-2,7.516421676E-1,-4.401500225E0,4.466317463E0
2.421653795E1,2.618855536E-1,5.153335929E-1,-4.185990334E0,4.225715067E0
2.422661123E1,2.384168655E-2,5.275939107E-1,-3.637748957E0,3.675886455E0
2.423668456E1,-4.902186692E-1,7.627851367E-1,-2.977436304E0,3.112439952E0
2.424677998E1,-1.011860609E0,9.275079370E-1,-2.422277927E0,2.784162930E0
2.425685336E1,-1.204782486E0,9.039965272E-1,-2.145988941E0,2.621827434E0
2.426692664E1,-1.039366007E0,7.551162243E-1,-1.838024855E0,2.242502525E0
2.427700972E1,-6.587751508E-1,5.416657329E-1,-1.266412616E0,1.526822642E0
2.428708300E1,-1.567019075E-1,2.842050493E-1,-6.199814081E-1,6.997892142E-1
2.429715633E1,3.055569232E-1,2.055347413E-1,-2.363999784E-1,4.376008603E-1
2.430720852E1,5.569673777E-1,2.856748104E-1,7.866782136E-3,6.260069036E-1
2.431728185E1,6.489851475E-1,3.660385311E-1,1.289356649E-1,7.561681913E-1
2.432735524E1,8.049334884E-1,5.242860913E-1,4.089512303E-2,9.614916731E-1
2.433742742E1,8.150699139E-1,6.694337726E-1,-2.094053663E-2,1.054949784E0
2.434750076E1,6.561291814E-1,8.936324120E-1,-3.571267799E-2,1.109215843E0
2.435757409E1,6.493895054E-1,1.009721279E0,1.611389220E-2,1.200626274E0
2.436764425E1,7.909319401E-1,1.043566823E0,2.058348386E-3,1.309430901E0
2.437771758E1,8.884366155E-1,1.053948402E0,-4.754319321E-3,1.378459088E0
2.438779091E1,9.102423191E-1,1.052710533E0,1.901025176E-1,1.404592294E0
2.439787737E1,8.992440701E-1,1.044378161E0,4.009701908E-1,1.435319733E0
2.440795070E1,8.649561405E-1,1.051416159E0,6.365670562E-1,1.502944670E0
2.441802409E1,8.018387556E-1,9.624050856E-1,8.194130659E-1,1.496865629E0
2.442807190E1,6.535874605E-1,8.361367583E-1,8.738915324E-1,1.374768220E0
2.443814524E1,3.722017407E-1,7.586709857E-1,8.978073597E-1,1.232953306E0
2.444821857E1,4.247738793E-2,6.825146079E-1,8.518449068E-1,1.092369106E0
2.445833055E1,-2.500811517E-1,5.873267651E-1,8.017138243E-1,1.024811381E0
2.446840383E1,-4.033126533E-1,4.522214830E-1,6.685924530E-1,9.023199179E-1
2.447847716E1,-4.933223128E-1,3.543792665E-1,5.688374043E-1,8.321824087E-1
2.448852263E1,-4.707804918E-1,2.445111722E-1,4.394823313E-1,6.888865685E-1
2.449859597E1,-4.787129760E-1,9.149259329E-2,3.684730232E-1,6.109904883E-1
2.450866930E1,-5.234999061E-1,-1.833808981E-2,4.437906444E-1,6.865410208E-1
2.451876857E1,-5.316368341E-1,-1.034236997E-1,5.368191004E-1,7.625673292E-1
2.452884185E1,-4.957517385E-1,-1.330444515E-1,4.923542738E-1,7.112547668E-1
2.453891518E1,-4.926840067E-1,-1.929593533E-1,4.935692549E-1,7.235892839E-1
2.454913623E1,-5.579071045E-1,-3.209726512E-1,6.310675144E-1,9.014044530E-1
2.455920956E1,-6.423454881E-1,-4.391331971E-1,7.062990665E-1,1.050858726E0
2.456928289E1,-7.550930381E-1,-5.322468281E-1,6.624602079E-1,1.136796248E0
2.457922227E1,-8.462540507E-1,-5.057418346E-1,5.413414836E-1,1.124709440E0
2.458929560E1,-8.587654829E-1,-4.401041567E-1,4.092015028E-1,1.048148698E0
2.459936893E1,-7.925024629E-1,-2.930270135E-1,2.909491062E-1,8.936310014E-1
2.460941664E1,-6.597028375E-1,-1.460438073E-1,1.318943202E-1,6.884277298E-1
2.461948998E1,-5.256868005E-1,-6.577071548E-2,-2.098667435E-3,5.297893955E-1
2.462956326E1,-4.037266076E-1,-7.976765186E-2,-1.241102666E-1,4.298388189E-1
2.463970383E1,-3.341833055E-1,-7.830037177E-2,-1.945031136E-1,3.945134866E-1
2.464977716E1,-3.572854400E-1,-1.424234062E-1,-2.006910443E-1,4.338366139E-1
2.465985050E1,-4.460623562E-1,-1.094748676E-1,-1.822573692E-1,4.941397787E-1
2.466984550E1,-4.693178833E-1,-9.239290841E-3,-1.020175219E-1,4.803667503E-1
2.467991883E1,-5.537858605E-1,9.578635544E-2,-4.861642793E-2,5.641075804E-1
2.468999216E1,-5.160740018E-1,8.380287886E-2,3.089185245E-2,5.237457440E-1
2.470006487E1,-6.028832793E-1,-1.308996510E-2,2.440360636E-1,6.505330091E-1
2.471013820E1,-5.663158894E-1,-1.054986715E-1,4.906167984E-1,7.566693460E-1
2.472021159E1,-5.381985307E-1,-2.037723362E-1,7.328833938E-1,9.318255697E-1
2.473031451E1,-4.994213283E-1,-1.937632412E-1,8.805811405E-1,1.030722563E0
2.474038784E1,-4.338150620E-1,-1.061196700E-1,8.575270176E-1,9.668554589E-1
2.475046117E1,-3.405143619E-1,-5.577325821E-3,6.585941911E-1,7.414360699E-1
2.476052060E1,-1.908974797E-1,7.976681739E-2,4.623166025E-1,5.064989969E-1
2.477059393E1,-1.184570789E-1,8.842169493E-2,2.941804528E-1,3.292303366E-1
2.478066732E1,-1.144589484E-1,2.532034554E-2,2.325734049E-1,2.604464617E-1
2.479075946E1,-1.433223337E-1,3.677177802E-2,2.658931613E-1,3.042903683E-1
2.480083279E1,-1.526914537E-1,9.714307636E-2,3.801522553E-1,4.210311087E-1
2.481090612E1,-1.351951361E-1,1.441201419E-1,5.076680183E-1,5.447707380E-1
2.482096820E1,-6.508820504E-2,1.883554906E-1,5.437290072E-1,5.790988677E-1
2.483104149E1,-9.095109068E-3,2.038288713E-1,5.002855062E-1,5.402911414E-1
2.484111487E1,-2.173346095E-2,1.625588089E-1,4.192991257E-1,4.502326804E-1
2.485124763E1,-8.135037497E-3,1.193334982E-1,2.662967443E-1,2.919257075E-1
2.486132097E1,-4.664333910E-2,8.977342397E-2,9.298232198E-2,1.374066262E-1
2.487139430E1,-1.306417882E-1,6.834614277E-2,-4.196836054E-2,1.532964949E-1
2.488140180E1,-2.472639829E-1,5.336742103E-2,-1.481100619E-1,2.931282131E-1
2.489147513E1,-2.948181927E-1,5.294095352E-2,-2.010306418E-1,3.607406690E-1
2.490154847E1,-2.489675134E-1,5.369496346E-2,-1.606309861E-1,3.011150703E-1
2.491171393E1,-1.518073529E-1,2.496703528E-2,-4.544494301E-2,1.604184157E-1
2.492178722E1,-1.205558553E-1,2.634951845E-2,-6.091082003E-3,1.235520646E-1
2.493186060E1,-1.599200070E-1,4.145709798E-2,9.424675256E-3,1.654748443E-1
2.494185742E1,-2.260789275E-1,6.912093610E-2,9.076767601E-3,2.365835433E-1
2.495193076E1,-2.195148766E-1,6.921986490E-2,1.399153192E-2,2.305947391E-1
2.496200404E1,-2.194583565E-1,5.566934496E-2,2.751710825E-2,2.280750698E-1
2.497207133E1,-2.268414199E-1,8.162731305E-3,6.314956397E-2,2.356088441E-1
2.498214472E1,-2.290917933E-1,8.246694691E-3,1.443861574E-1,2.709214281E-1
2.499221805E1,-1.447965205E-1,1.100318581E-1,1.509635597E-1,2.363536302E-1
2.500227289E1,-5.222155154E-2,1.230112538E-1,1.106150225E-1,1.734777859E-1
2.501234623E1,3.339849040E-2,1.605711281E-1,7.313371450E-2,1.795747381E-1
2.502241956E1,1.279903948E-1,2.425284684E-1,7.266152650E-2,2.836922568E-1
2.503251446E1,1.320238560E-1,2.632948458E-1,1.059496626E-1,3.130172606E-1
2.504258774E1,1.608948708E-1,2.086895853E-1,3.828561306E-2,2.662785959E-1
2.505266107E1,1.405175030E-1,1.939486265E-1,-5.165614933E-2,2.450093797E-1
2.506273341E1,6.217379868E-2,2.351496667E-1,-1.061371192E-1,2.653790403E-1
2.507280670E1,-1.462276373E-2,2.459767908E-1,-8.057112247E-2,2.592491323E-1
2.508288008E1,-7.877442986E-2,1.789491177E-1,-9.520983696E-2,2.174697923E-1
2.509296524E1,-1.000300348E-1,1.012714058E-1,-1.048207209E-1,1.767746843E-1
2.510303857E1,-9.753124416E-2,1.164571270E-1,2.157275565E-3,1.519185962E-1
2.511311190E1,-7.315221429E-2,9.552448988E-2,1.168748736E-1,1.677376246E-1
2.512316899E1,-4.322760273E-3,5.566435680E-2,1.427143663E-1,1.532468506E-1
2.513324227E1,5.456410721E-2,4.909111187E-2,1.305542290E-1,1.497717790E-1
2.514331565E1,8.268132806E-2,9.041520208E-2,1.299947500E-1,1.786329919E-1
2.515342550E1,7.161349803E-2,8.087829500E-2,1.220697910E-1,1.630055998E-1
2.516349883E1,3.319840133E-2,8.071286976E-2,5.460359156E-2,1.029478189E-1
2.517357222E1,-1.559992786E-2,2.329774387E-2,-2.178557217E-2,3.550709470E-2
2.518360930E1,-6.771434098E-2,-1.782017574E-2,-4.826394469E-2,8.504233649E-2
2.519368263E1,-9.126885980E-2,-1.722744480E-2,-1.913283020E-2,9.483066390E-2
2.520375597E1,-1.027662233E-1,-3.027418070E-2,-1.965531521E-2,1.089208615E-1
2.521383742E1,-5.149320886E-2,-7.390435203E-4,5.822149571E-3,5.182657783E-2
2.522391076E1,4.569226131E-2,4.954667529E-4,7.236391306E-2,8.558366751E-2
2.523398409E1,2.864843234E-2,9.066376835E-3,1.133500636E-1,1.172653776E-1
2.524405727E1,2.766425023E-3,9.268387221E-3,1.132715121E-1,1.136837348E-1
2.525413060E1,2.788662910E-3,3.435679525E-2,7.555036340E-3,3.528802339E-2
2.526420393E1,2.982703596E-2,1.146606505E-1,-1.265464425E-1,1.733514319E-1
2.527427008E1,7.223952562E-2,1.068803221E-1,-1.914592385E-1,2.308648789E-1
2.528434341E1,9.875032306E-2,6.555789709E-2,-2.044976503E-1,2.363657190E-1
2.529441675E1,9.702387452E-2,4.143797606E-2,-1.092616394E-1,1.518843110E-1
2.530447149E1,8.327639848E-2,5.632941797E-2,-1.588029042E-2,1.017847999E-1
2.531454482E1,3.630146012E-2,3.730798140E-2,1.204482988E-1,1.312153732E-1
2.532461815E1,2.383306250E-2,3.852586448E-2,2.141205966E-1,2.188604282E-1
2.533470935E1,4.388310015E-2,6.234318390E-2,1.839033812E-1,1.990800158E-1
2.534478263E1,5.937303230E-2,4.854576290E-2,7.550339401E-2,1.076225374E-1
2.535485602E1,4.135500267E-2,3.899472952E-2,-8.777534217E-2,1.045721563E-1
2.536495029E1,4.179321229E-2,5.193006620E-2,-1.956291348E-1,2.066740495E-1
2.537502362E1,4.786865413E-2,4.650736600E-2,-2.222517580E-1,2.320564308E-1
2.538509696E1,3.243644536E-2,7.482046634E-2,-8.797361702E-2,1.199565857E-1
2.539516862E1,4.833959416E-2,6.731780618E-2,1.052255780E-1,1.339433673E-1
2.540524196E1,3.308030218E-2,1.510259137E-2,2.377209514E-1,2.404862687E-1
2.541531529E1,2.561473660E-2,1.147554163E-2,3.097274005E-1,3.109965682E-1
2.542536216E1,3.920489922E-2,-7.506820257E-4,4.302027225E-1,4.319860763E-1
2.543543550E1,-3.073909553E-3,6.230743602E-2,3.557896018E-1,3.612172563E-1
2.544550883E1,-1.436536666E-2,7.495597005E-2,1.941473037E-1,2.086095318E-1
2.545558326E1,1.290416578E-3,7.018419355E-2,1.091232244E-2,7.103917919E-2
2.546565664E1,2.705479041E-3,8.205378056E-2,-1.088289395E-1,1.363227075E-1
2.547573003E1,-3.295617551E-2,9.689284116E-2,-8.938934654E-2,1.358851995E-1
2.548581935E1,-4.737864062E-2,5.513813347E-2,-6.442314480E-3,7.298255110E-2
2.549589279E1,-5.555181950E-2,4.829470813E-2,1.340058893E-1,1.528919941E-1
2.550596617E1,-4.328231141E-2,1.984361000E-2,1.083791927E-1,1.183772644E-1
2.551602143E1,-1.613093354E-2,4.598114267E-2,4.192679748E-2,6.428319255E-2
2.552609482E1,-3.828800283E-3,1.122539788E-1,-5.086514726E-2,1.232999541E-1
2.553616821E1,1.010661200E-1,1.462391615E-1,-1.451301873E-1,2.294842570E-1
2.554627612E1,1.966935992E-1,1.321433038E-1,-2.124667019E-1,3.182645505E-1
2.555634951E1,1.603218764E-1,6.281952560E-2,-1.523901075E-1,2.299394305E-1
2.556642295E1,1.358128041E-1,7.832115889E-2,8.585042320E-3,1.570128168E-1
2.557648175E1,3.681604937E-2,5.967464298E-2,1.311623454E-1,1.487280920E-1
2.558655513E1,-9.655990452E-2,4.723726586E-2,2.523604929E-1,2.743009166E-1
2.559662857E1,-1.767891943E-1,1.046798192E-2,2.298134416E-1,2.901348236E-1
2.560670649E1,-2.294218838E-1,2.293445729E-2,1.637351215E-1,2.827889321E-1
2.561677987E1,-1.740196645E-1,-7.515132893E-4,5.375523120E-2,1.821346570E-1
2.562685326E1,-9.137870371E-2,-1.637035422E-2,-2.480284870E-2,9.608973563E-2
2.563691836E1,-3.090478852E-2,4.150780849E-3,-6.816907227E-2,7.496237289E-2
2.564699170E1,-3.056254424E-2,3.022762761E-2,-9.359001368E-2,1.029896560E-1
2.565706513E1,-3.736877069E-2,2.093679644E-2,-1.056241915E-1,1.139791397E-1
2.566712602E1,-9.989556856E-3,-6.973112002E-3,-1.454456747E-1,1.459549924E-1
2.567719940E1,-1.927134953E-2,7.481880402E-6,-9.376042336E-2,9.572043647E-2
2.568727279E1,-3.231605887E-2,2.772285976E-2,-5.353119224E-2,6.839936518E-2
2.569734263E1,4.269509017E-2,2.512415312E-2,-2.340124361E-2,5.478788185E-2
2.570741602E1,6.956293434E-2,1.198929735E-2,4.389910027E-2,8.312566445E-2
2.571748940E1,4.727160931E-2,-2.024014853E-2,1.110730916E-1,1.223989393E-1
2.572756508E1,3.329202905E-2,-2.066162787E-2,1.388965249E-1,1.443173818E-1
2.573763847E1,1.633445174E-2,2.076720633E-2,4.216413572E-2,4.975847178E-2
2.574771185E1,5.686847493E-2,3.310649097E-2,-6.490115821E-2,9.242415011E-2
2.575781404E1,8.428426832E-2,3.611753136E-2,-9.168462455E-2,1.296702909E-1
2.576788748E1,1.113178059E-1,2.174816281E-2,-1.314329505E-1,1.736066156E-1
2.577796086E1,9.896729887E-2,-5.552386492E-2,-1.601604670E-1,1.962875468E-1
2.578801034E1,5.731946230E-2,-8.327083290E-2,-1.595049500E-1,1.888422131E-1
2.579808373E1,-3.182308748E-2,-9.604655951E-2,-6.450004131E-2,1.199912739E-1
2.580815711E1,-8.600145578E-2,-2.743106708E-2,-3.800213337E-2,9.794322835E-2
2.581825498E1,-4.038292915E-2,4.747419432E-2,-8.126984537E-2,1.024176150E-1
2.582832836E1,-2.795505896E-2,1.012024060E-1,-1.075387299E-1,1.502930162E-1
2.583840180E1,2.169007622E-2,1.021866947E-1,-1.296580732E-1,1.665046424E-1
2.584849409E1,5.492843222E-3,7.484956086E-2,-1.162875444E-1,1.384031107E-1
2.585856753E1,3.533110023E-3,2.099581808E-2,-8.598343469E-3,2.296168011E-2
2.586864091E1,-1.068215072E-2,1.069659460E-2,1.087591052E-1,1.098046832E-1
2.587869336E1,-3.473442048E-2,5.250367895E-2,2.094111741E-1,2.186690561E-1
2.588876675E1,-6.310498342E-3,4.360107332E-2,2.295989543E-1,2.337874158E-1
2.589884013E1,2.921149507E-2,9.503649920E-2,1.989930868E-1,2.224488620E-1
2.590894940E1,5.626561120E-2,5.717486888E-2,1.807717830E-1,1.977706302E-1
2.591902274E1,-1.226067077E-2,2.921757288E-2,2.019617260E-1,2.044322121E-1
2.592909617E1,-4.096412659E-2,-2.329857461E-2,2.532466948E-1,2.575941996E-1
2.593914456E1,-7.429974526E-2,-5.767365545E-2,2.649254799E-1,2.811266842E-1
2.594921794E1,-7.520479709E-2,-1.566788927E-2,2.222076803E-1,2.351116702E-1
2.595929133E1,-2.026711404E-2,4.428774491E-2,1.323444843E-1,1.410220649E-1
2.596935784E1,3.378947079E-2,8.406390995E-2,2.494417317E-2,9.397170355E-2
2.597943128E1,1.008015051E-1,1.262874901E-1,-6.782490760E-2,1.752418092E-1
2.598950466E1,1.273192614E-1,1.378486603E-1,-1.193114668E-1,2.223683287E-1
2.599957039E1,9.997111559E-2,9.947907925E-2,-9.092520922E-2,1.678025770E-1
2.600964383E1,3.120302595E-2,9.888385236E-2,-7.650056481E-2,1.288564376E-1
2.601971722E1,-4.425849020E-2,9.501572698E-2,-1.523643360E-2,1.059195508E-1
2.602979961E1,-9.717658162E-2,2.748177573E-2,9.310036153E-2,1.373543349E-1
2.603987300E1,-8.511059731E-2,-3.879770637E-3,1.213959977E-1,1.483099951E-1
2.604994643E1,-6.958179921E-2,1.104741171E-2,9.246896952E-2,1.162505157E-1
2.605998534E1,-1.352261472E-2,2.883017762E-3,8.447832614E-2,8.560233927E-2
2.607005873E1,2.820175141E-2,5.760881677E-2,5.700111762E-2,8.580933494E-2
2.608013216E1,2.496381290E-2,9.172535688E-2,-2.865892649E-2,9.928779943E-2
2.609024206E1,3.914675489E-2,1.584205031E-1,-1.490294933E-1,2.209961858E-1
2.610031545E1,5.819479004E-2,1.647626460E-1,-2.002753913E-1,2.657886293E-1
2.611038888E1,1.616922580E-2,1.222572476E-1,-1.979431212E-1,2.332161180E-1
2.612043821E1,-9.607098065E-3,2.223531716E-2,-8.162066340E-2,8.513893561E-2
2.613051154E1,-2.339085191E-2,-4.370748252E-2,6.488452852E-2,8.165462646E-2
2.614058498E1,-2.130673267E-2,-3.722401708E-2,2.389421612E-1,2.427611186E-1
2.615069216E1,-3.327503800E-2,-4.555300996E-2,3.537707329E-1,3.582401936E-1
2.616076560E1,-1.733811572E-2,1.715428755E-2,3.212549090E-1,3.221794475E-1
2.617083899E1,-5.534139276E-2,1.020403802E-1,2.216049880E-1,2.501673033E-1
2.618089940E1,-4.814111814E-2,1.285661459E-1,7.393677533E-2,1.559277649E-1
2.619097279E1,-1.860941201E-2,1.276915818E-1,-4.698786885E-2,1.373292034E-1
2.620104617E1,-4.035835713E-2,7.816070318E-2,-7.400452346E-2,1.149546085E-1
2.621116008E1,-3.165251110E-4,4.947850481E-2,-1.748182811E-2,5.247701344E-2
2.622123347E1,2.100034058E-2,5.017514899E-2,4.866672307E-2,7.298636733E-2
2.623130690E1,7.288790494E-2,9.141445160E-2,1.158057898E-1,1.645607171E-1
2.624131180E1,7.350365818E-2,9.854800254E-2,1.848693788E-1,2.220161791E-1
2.625138518E1,1.136042550E-1,7.205466181E-2,1.700170040E-1,2.168030966E-1
2.626145862E1,9.974988550E-2,8.695358038E-2,9.795817733E-2,1.646413353E-1
2.627166305E1,1.008004099E-1,7.298325002E-2,3.292027395E-3,1.244914249E-1
2.628173643E1,5.520126224E-2,2.461787872E-2,-8.150095493E-2,1.014673591E-1
2.629180982E1,-1.010324061E-2,-3.777518170E-3,-9.297732264E-2,9.360089550E-2
2.630176451E1,-8.964227885E-2,-3.453636169E-2,-8.535121381E-2,1.285041950E-1
2.631183784E1,-1.142517403E-1,-8.127816021E-3,-7.008485496E-2,1.342810800E-1
2.632191128E1,-1.005208790E-1,1.726734824E-2,-2.436807007E-2,1.048637748E-1
2.633203472E1,-8.646871895E-2,7.108285278E-2,3.944613505E-3,1.120052289E-1
2.634210810E1,1.835040376E-2,8.368815482E-2,4.570347816E-2,9.710433816E-2
2.635218149E1,4.618117958E-2,5.668355525E-2,8.629808575E-2,1.131065267E-1
2.636221091E1,-5.826825742E-3,4.588803276E-2,6.879921257E-2,8.290352888E-2
2.637228430E1,-4.289258271E-2,1.913449354E-2,5.461772671E-4,4.697021189E-2
2.638235768E1,-1.068747118E-1,4.256275669E-2,-4.544202983E-2,1.236881981E-1
2.639243472E1,-1.715209186E-1,1.464287098E-2,-8.473479003E-2,1.918692884E-1
2.640250815E1,-1.273323447E-1,5.281293392E-2,-2.349185757E-2,1.398377608E-1
2.641258154E1,-4.597802833E-2,1.064255908E-1,7.310628146E-2,1.370580675E-1
2.642266565E1,4.005767405E-2,1.037437469E-1,4.843270406E-2,1.212976055E-1
2.643273899E1,1.187811866E-1,1.023704037E-1,9.172785096E-3,1.570758092E-1
2.644281242E1,1.027636826E-1,1.072519198E-1,-3.457917273E-2,1.525092389E-1
2.645289216E1,7.412038743E-2,1.059575528E-1,-8.731228858E-2,1.560265060E-1
2.646296560E1,4.177726060E-2,9.603658319E-2,-8.662272245E-2,1.359112242E-1
2.647303899E1,-2.467466891E-2,8.243370056E-2,-7.277417183E-2,1.126953165E-1
2.648307446E1,-9.174379706E-2,1.808536798E-2,3.276564553E-2,9.908376437E-2
2.649314789E1,-1.157106012E-1,-4.784413055E-2,1.798007935E-1,2.191034674E-1
2.650322133E1,-8.957130462E-2,-9.479791671E-2,2.314557135E-1,2.656716224E-1
2.651332670E1,-4.728937894E-2,-1.329305619E-1,2.820448577E-1,3.153666460E-1
2.652340008E1,-3.021531366E-2,-9.884727746E-2,2.518600523E-1,2.722448079E-1
2.653347352E1,-2.973694168E-2,-5.741844326E-2,1.966055334E-1,2.069659370E-1
2.654351742E1,-1.406858489E-2,-1.572857611E-2,3.225064278E-2,3.854110983E-2
2.655359086E1,-5.514769582E-4,2.260359190E-2,-1.001861244E-1,1.027058227E-1
2.656366430E1,-1.230862830E-2,4.652731866E-2,-1.970286667E-1,2.028215699E-1
2.657376643E1,4.916219041E-4,5.694708601E-2,-2.059537172E-1,2.136823482E-1
2.658383982E1,4.736004025E-2,4.616818950E-2,-1.227776557E-1,1.394590545E-1
2.659391326E1,4.518245161E-2,4.569101334E-2,1.779024897E-4,6.425849580E-2
2.660399315E1,6.128802896E-2,8.025978506E-2,1.643839777E-1,1.929247203E-1
2.661406654E1,8.734202385E-2,5.432426929E-2,2.030869126E-1,2.276489610E-1
2.662413998E1,2.795469575E-2,4.924407601E-2,1.758246124E-1,1.847179968E-1
2.663420748E1,-3.969885409E-2,4.902626574E-2,4.002016410E-2,7.470734424E-2
2.664428091E1,-4.578453675E-2,1.554152835E-2,-7.197028399E-2,8.670342949E-2
2.665435430E1,-4.480243474E-2,4.093170166E-2,-1.371266544E-1,1.499545988E-1
2.666443654E1,-5.158927664E-2,7.010439038E-2,-1.319662333E-1,1.580859441E-1
2.667450998E1,-3.855563700E-2,6.880503148E-2,-6.198696420E-2,1.003147708E-1
2.668458336E1,2.355488017E-2,5.633191019E-2,5.789977685E-2,8.414571079E-2
2.669466836E1,8.894506097E-2,5.654722080E-2,1.388636976E-1,1.743328385E-1
2.670474180E1,7.660344243E-2,5.907360092E-2,9.223537147E-2,1.336605457E-1
2.671481524E1,2.167183906E-2,5.896386504E-2,9.233222157E-2,1.116765200E-1
