"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.412420938E0,-8.252497762E-2,-1.200277233E1,-5.046448231E0,1.302075243E1
4.417457917E0,2.744045258E-1,-1.223274040E1,-5.324326038E0,1.334405049E1
4.422456563E0,5.858195424E-1,-1.249624538E1,-5.432123661E0,1.363844935E1
4.427493542E0,7.487134933E-1,-1.252499199E1,-5.398586750E0,1.365945589E1
4.432530521E0,8.373470306E-1,-1.233095646E1,-5.329117298E0,1.345931382E1
4.437567500E0,9.092119932E-1,-1.188539314E1,-5.453683376E0,1.310846669E1
4.442604479E0,1.043359995E0,-1.138473415E1,-5.894455433E0,1.286255716E1
4.447641459E0,8.756750226E-1,-1.083137321E1,-6.359182358E0,1.259065736E1
4.452660417E0,4.899995327E-1,-1.046965313E1,-6.548426628E0,1.235862563E1
4.457697396E0,1.808601990E-2,-1.032113171E1,-6.402301311E0,1.214559792E1
4.462734375E0,-8.466895223E-1,-1.053433132E1,-5.827381134E0,1.206844607E1
4.467771354E0,-2.032461882E0,-1.089605141E1,-4.816480160E0,1.208525212E1
4.472808334E0,-3.213443279E0,-1.141347980E1,-3.587588787E0,1.238808025E1
4.477845365E0,-4.298604965E0,-1.204828739E1,-2.353906155E0,1.300692538E1
4.482884271E0,-5.374184608E0,-1.265674400E1,-1.393310785E0,1.382086625E1
4.487921250E0,-6.219795704E0,-1.301367378E1,-6.674742699E-1,1.443908189E1
4.492958229E0,-6.936050415E0,-1.326280594E1,2.003425360E-2,1.496700431E1
4.497995209E0,-7.599603653E0,-1.353110218E1,6.596327424E-1,1.553318439E1
4.503032240E0,-8.117032051E0,-1.385688972E1,1.311208725E0,1.611269284E1
4.508069219E0,-8.335022926E0,-1.417549133E1,1.819054842E0,1.654467051E1
4.513100886E0,-8.481148720E0,-1.451086140E1,2.255035639E0,1.695818881E1
4.518137865E0,-8.761422157E0,-1.490132809E1,2.873074770E0,1.752331748E1
4.523174792E0,-8.986598969E0,-1.491330528E1,3.483927250E0,1.775678418E1
4.528211771E0,-9.350714684E0,-1.474801540E1,4.032496929E0,1.792207730E1
4.533248750E0,-9.791486740E0,-1.437671280E1,4.583461761E0,1.798808509E1
4.538285782E0,-1.011727524E1,-1.368680954E1,5.005069733E0,1.774087756E1
4.543334323E0,-1.008373833E1,-1.295139027E1,5.476983070E0,1.730368839E1
4.548371302E0,-9.108769417E0,-1.178238678E1,5.893800259E0,1.601659140E1
4.553408334E0,-7.855922222E0,-1.041934681E1,6.411228180E0,1.453898720E1
4.558445313E0,-6.195840836E0,-9.176082611E0,6.200424194E0,1.268992498E1
4.563482292E0,-5.218476772E0,-8.507738113E0,5.364394665E0,1.133096809E1
4.568519271E0,-4.813637257E0,-8.301725388E0,4.190599918E0,1.047143141E1
4.573565000E0,-4.080614567E0,-8.143622398E0,3.273123264E0,9.679015286E0
4.578601979E0,-3.079295397E0,-8.033429146E0,2.278990746E0,8.900103527E0
4.583638959E0,-2.379809380E0,-8.263397217E0,9.423017502E-1,8.650731694E0
4.588675938E0,-1.759374976E0,-8.579603195E0,-2.530527413E-1,8.761793594E0
4.593712917E0,-1.234760523E0,-8.735310555E0,-1.125014782E0,8.893589955E0
4.598749896E0,-7.676379681E-1,-8.826339722E0,-1.810127735E0,9.042682309E0
4.603775261E0,-5.807889700E-1,-8.950905800E0,-2.030513763E0,9.196685088E0
4.608812240E0,-5.328789949E-1,-9.013188362E0,-1.982603788E0,9.244038201E0
4.613849219E0,-5.304834843E-1,-9.051516533E0,-2.128729105E0,9.313584266E0
4.618886198E0,-6.885864735E-1,-8.941323280E0,-2.267668247E0,9.250066628E0
4.623923177E0,-9.880239964E-1,-8.747288704E0,-2.262877226E0,9.089106910E0
4.628960157E0,-1.378490448E0,-8.505342484E0,-2.198198795E0,8.892309296E0
4.634014271E0,-1.591689944E0,-8.193927765E0,-1.977812767E0,8.578209163E0
4.639051250E0,-1.699487448E0,-7.956772327E0,-1.575368762E0,8.287356044E0
4.644088229E0,-2.042043924E0,-7.710035801E0,-1.254371762E0,8.073911317E0
4.649125209E0,-2.401368856E0,-7.516001225E0,-9.908667803E-1,7.952274126E0
4.654162188E0,-2.552285433E0,-7.369875431E0,-6.698697209E-1,7.828023393E0
4.659199167E0,-2.715179443E0,-7.214167595E0,-3.392907381E-1,7.715667936E0
4.664205521E0,-2.988266468E0,-7.103974819E0,-2.548024058E-2,7.706934797E0
4.669242448E0,-3.242189407E0,-6.993781567E0,2.308382541E-1,7.712201959E0
4.674279479E0,-3.457784414E0,-6.957849026E0,5.662082434E-1,7.790284199E0
4.679316459E0,-3.572768450E0,-6.806932926E0,1.090822697E0,7.764592997E0
4.684353438E0,-3.625469446E0,-6.646434307E0,1.766353726E0,7.774260299E0
4.689390417E0,-3.759617329E0,-6.416466236E0,2.355646849E0,7.800950807E0
4.694424844E0,-4.006353855E0,-6.172125340E0,2.683830261E0,7.832556881E0
4.699461823E0,-4.181225300E0,-5.865501404E0,2.897029638E0,7.763989467E0
4.704498802E0,-4.188411713E0,-5.575645924E0,2.997640848E0,7.590551416E0
4.709535782E0,-4.303395748E0,-5.364841938E0,3.050341845E0,7.523651331E0
4.714572761E0,-4.317769051E0,-5.091754913E0,3.416853189E0,7.499598882E0
4.719609740E0,-4.284231663E0,-4.797108173E0,3.661194324E0,7.400758856E0
4.724674011E0,-4.420775414E0,-4.514439106E0,3.366547823E0,7.159403602E0
4.729710990E0,-4.509408951E0,-4.274889469E0,2.789232254E0,6.810966571E0
4.734747969E0,-4.473476410E0,-3.937124014E0,2.276595354E0,6.379327794E0
4.739784948E0,-4.394424915E0,-3.647268534E0,1.838218689E0,5.999382138E0
4.744821927E0,-4.315373421E0,-3.450837374E0,1.371096253E0,5.693033574E0
4.749858907E0,-4.209971428E0,-3.299920797E0,8.896007538E-1,5.422612488E0
4.754919636E0,-4.147688389E0,-3.177750587E0,6.332822442E-1,5.263313041E0
4.759956615E0,-4.241112709E0,-3.240033388E0,3.554042578E-1,5.348940601E0
4.764993594E0,-4.324955463E0,-3.374181509E0,5.836226046E-2,5.485776770E0
4.770030573E0,-4.272254467E0,-3.405322790E0,-1.931652427E-1,5.466780986E0
4.775067552E0,-4.159666061E0,-3.501143217E0,-5.357217193E-1,5.463316148E0
4.780104532E0,-3.946466446E0,-3.678409815E0,-8.758827448E-1,5.465571037E0
4.785103021E0,-3.766803980E0,-3.848490477E0,-1.278326750E0,5.534781879E0
4.790140000E0,-3.647028923E0,-4.064085484E0,-1.805336714E0,5.751247815E0
4.795176979E0,-3.503298759E0,-4.373104572E0,-2.406607151E0,6.098270556E0
4.800213959E0,-3.541626930E0,-4.818667889E0,-2.902475834E0,6.647333864E0
4.805250990E0,-3.603909969E0,-5.410356045E0,-3.362411737E0,7.318875070E0
4.810287969E0,-3.457784414E0,-6.061932087E0,-3.934936285E0,8.011680052E0
4.815332709E0,-3.100854874E0,-6.852447033E0,-4.945837021E0,9.001812880E0
4.820369688E0,-2.561867476E0,-7.765132427E0,-6.337622643E0,1.034533264E1
4.825406667E0,-1.943828464E0,-8.886227608E0,-8.282768250E0,1.230234775E1
4.830443646E0,-1.455146551E0,-1.037862396E1,-1.087709522E1,1.510445257E1
4.835480625E0,-8.586670160E-1,-1.233335209E1,-1.358161449E1,1.836597765E1
4.840517604E0,-3.940598294E-2,-1.470250130E1,-1.555071545E1,2.140069737E1
4.845567084E0,1.007427573E0,-1.752200508E1,-1.654484940E1,2.411985933E1
4.850604063E0,2.197991133E0,-2.043253708E1,-1.646100616E1,2.633029549E1
4.855641042E0,3.501143217E0,-2.248548126E1,-1.449909115E1,2.698293008E1
4.860678021E0,4.140741825E0,-2.321371269E1,-1.148794746E1,2.622966139E1
4.865715000E0,3.335853577E0,-2.246871185E1,-8.797801018E0,2.435923304E1
4.870751979E0,1.175112486E0,-2.037744141E1,-6.816722870E0,2.151949624E1
4.875781354E0,-2.933289707E-1,-1.772083092E1,-5.432123661E0,1.853704016E1
4.880818334E0,-8.922040462E-1,-1.532053947E1,-4.502669811E0,1.599340468E1
4.885855313E0,-1.076657534E0,-1.334904385E1,-3.817556858E0,1.392587173E1
4.890892292E0,-1.263506532E0,-1.192372131E1,-3.561238289E0,1.250815721E1
4.895929271E0,-1.546175480E0,-1.081939602E1,-3.551656246E0,1.149192112E1
4.900966250E0,-1.883941054E0,-9.810890198E0,-3.657058239E0,1.063846208E1
4.906012136E0,-2.415741920E0,-9.041934967E0,-4.011591911E0,1.018259626E1
4.911049115E0,-3.052944899E0,-8.328075409E0,-4.301447868E0,9.857979830E0
4.916086094E0,-3.553604364E0,-7.657334805E0,-3.999614716E0,9.341295315E0
4.921123073E0,-4.226739883E0,-7.077624321E0,-3.522910357E0,8.964875540E0
4.926160052E0,-4.947785378E0,-6.562591553E0,-3.209099770E0,8.823066891E0
4.931197084E0,-5.470004559E0,-6.052350044E0,-3.278569221E0,8.792093441E0
4.936205209E0,-5.917963028E0,-5.676256657E0,-3.908585787E0,9.084008966E0
4.941242136E0,-6.286870003E0,-5.740935326E0,-2.552732706E0,8.888167253E0
4.946279115E0,-6.742014885E0,-6.248781204E0,-5.668632388E-1,9.209960107E0
4.951316146E0,-7.039056778E0,-6.562591553E0,-6.219597459E-1,9.643793970E0
4.956353125E0,-7.355262756E0,-7.051273823E0,-1.572973251E0,1.030992714E1
4.961390104E0,-7.901437283E0,-8.088525772E0,-2.780305147E0,1.164418555E1
4.966452813E0,-8.612900734E0,-9.564153671E0,-4.188858986E0,1.353519982E1
4.971489792E0,-9.298013687E0,-1.123142147E1,-5.492011070E0,1.558075969E1
4.976526771E0,-9.616615295E0,-1.261841583E1,-6.038185120E0,1.697537591E1
4.981563750E0,-9.745972633E0,-1.374190617E1,-5.836963177E0,1.782958515E1
4.986600729E0,-9.726808548E0,-1.473843384E1,-5.362654209E0,1.845508864E1
4.991637761E0,-9.298013687E0,-1.518878746E1,-4.222396374E0,1.830248492E1
4.996668646E0,-8.514685631E0,-1.506661701E1,-2.114356279E0,1.743483071E1
5.001705625E0,-7.501388550E0,-1.414195442E1,5.901632309E-1,1.601917594E1
5.006742604E0,-6.543188572E0,-1.267111683E1,3.155743837E0,1.460579466E1
5.011779584E0,-5.774232864E0,-1.096073055E1,4.729587078E0,1.326078329E1
5.016816563E0,-5.357415676E0,-9.482707024E0,5.405118465E0,1.215890377E1
5.021853594E0,-5.139425278E0,-8.275374413E0,5.613526821E0,1.124309554E1
5.026884063E0,-5.010068417E0,-7.367479801E0,5.716533184E0,1.058580634E1
5.031921094E0,-4.713026524E0,-6.648829937E0,5.833912849E0,1.002267917E1
5.036958021E0,-4.214762211E0,-6.232012749E0,5.762047768E0,9.476465474E0
5.041995052E0,-3.884183407E0,-5.963716984E0,5.548848152E0,9.024550782E0
5.047032032E0,-3.821900368E0,-5.714584827E0,5.261388302E0,8.657113204E0
5.052069011E0,-3.762012959E0,-5.503780842E0,4.851757526E0,8.245234754E0
5.057121667E0,-3.625469446E0,-5.403169632E0,4.288815022E0,7.793087005E0
5.062158646E0,-3.476948261E0,-5.467848301E0,3.725872755E0,7.474534236E0
5.067195625E0,-3.230211973E0,-5.551690578E0,3.213235855E0,7.181951151E0
5.072232604E0,-2.796626329E0,-5.618764877E0,2.841933250E0,6.889718584E0
5.077269636E0,-2.545098782E0,-5.803218365E0,2.626338243E0,6.859484220E0
5.082306615E0,-2.353458881E0,-6.085887432E0,2.559264183E0,7.009039000E0
5.087360104E0,-2.319921970E0,-6.433234692E0,2.494585752E0,7.279526401E0
5.092397032E0,-2.427719355E0,-6.739858627E0,2.243058205E0,7.506718703E0
5.097434063E0,-2.552285433E0,-7.060855865E0,1.977157831E0,7.763955150E0
5.102470990E0,-2.571449280E0,-7.290823460E0,1.696884274E0,7.915041021E0
5.107507969E0,-2.446883440E0,-7.568702221E0,1.533990264E0,8.100964017E0
5.112545000E0,-2.228892803E0,-7.793879032E0,1.392655730E0,8.225083798E0
5.117550417E0,-1.946224093E0,-8.028637886E0,1.224970698E0,8.351488953E0
5.122587396E0,-1.780934453E0,-8.272978783E0,1.236948252E0,8.552423425E0
5.127624375E0,-1.694696546E0,-8.522110939E0,1.366305232E0,8.795746769E0
5.132661302E0,-1.697091937E0,-8.814362526E0,1.601064205E0,9.117922700E0
5.137698334E0,-1.840821981E0,-9.111404419E0,1.814263821E0,9.470895906E0
5.142735261E0,-1.986947417E0,-9.437191963E0,1.965180159E0,9.842280490E0
5.147800104E0,-2.077976465E0,-9.803703308E0,2.130469799E0,1.024546174E1
5.152837032E0,-2.221706390E0,-1.020614815E1,2.298154831E0,1.069499672E1
5.157874011E0,-2.336690426E0,-1.060140514E1,2.432302713E0,1.112501729E1
5.162910990E0,-2.231288433E0,-1.094396210E1,2.616756201E0,1.147154599E1
5.167947969E0,-2.010902405E0,-1.121225739E1,2.913798332E0,1.175791924E1
5.172984896E0,-1.989343047E0,-1.145899391E1,3.273123264E0,1.208219198E1
5.178010313E0,-2.420532942E0,-1.158355999E1,3.558187723E0,1.235712514E1
5.183047292E0,-3.160742283E0,-1.165302944E1,3.709104300E0,1.263094777E1
5.188084271E0,-3.900951862E0,-1.165782070E1,3.716290712E0,1.284262534E1
5.193121198E0,-4.562109947E0,-1.159314251E1,3.596515656E0,1.296721733E1
5.198158177E0,-4.909457207E0,-1.127214527E1,4.195390701E0,1.299097118E1
5.203195157E0,-4.693862438E0,-1.060859203E1,5.000278950E0,1.263239324E1
5.208205417E0,-4.061450481E0,-9.698301315E0,5.651854515E0,1.193716415E1
5.213242396E0,-3.709311962E0,-9.013188362E0,5.148799896E0,1.102300776E1
5.218279375E0,-3.730871439E0,-8.797594070E0,4.066033840E0,1.038507074E1
5.223316302E0,-3.632655859E0,-8.948510170E0,2.477817297E0,9.970536666E0
5.228353334E0,-3.390710354E0,-9.034748077E0,7.937806845E-1,9.682648259E0
5.233390261E0,-3.167928934E0,-8.996419907E0,-5.980047584E-1,9.556618364E0
5.238452396E0,-2.978684425E0,-8.965278625E0,-1.699934721E0,9.598883258E0
5.243489323E0,-2.842140913E0,-8.759265900E0,-2.634179831E0,9.578173492E0
5.248526354E0,-2.585822344E0,-8.287352562E0,-3.498955250E0,9.359988115E0
5.253563282E0,-2.310339928E0,-7.827415943E0,-4.243955612E0,9.198764600E0
5.258600261E0,-2.379809380E0,-7.446530819E0,-4.919486523E0,9.236647745E0
5.263637240E0,-2.545098782E0,-7.151884556E0,-5.343490124E0,9.283311220E0
5.268674479E0,-2.660082817E0,-6.965035915E0,-5.451287746E0,9.236032914E0
5.273711407E0,-2.846931934E0,-6.998572826E0,-5.312348843E0,9.236129778E0
5.278748438E0,-2.973893404E0,-7.209376812E0,-5.010515690E0,9.269542787E0
5.283785365E0,-3.131996393E0,-7.724409580E0,-4.596094131E0,9.518402494E0
5.288822344E0,-3.225420952E0,-8.438268661E0,-4.102621078E0,9.921653997E0
5.293859323E0,-3.194279432E0,-9.288671494E0,-3.412717342E0,1.039853253E1
5.298889636E0,-3.120018959E0,-1.006720829E1,-2.648552656E0,1.086729185E1
5.303926615E0,-2.873282433E0,-1.055828667E1,-1.932298303E0,1.111156812E1
5.308963542E0,-2.487606764E0,-1.075471687E1,-1.180111170E0,1.110156677E1
5.314000521E0,-1.883941054E0,-1.074753094E1,-4.015737474E-1,1.091878732E1
5.319037500E0,-1.038329482E0,-1.057026386E1,5.278802514E-1,1.063424956E1
5.324074479E0,-3.627984524E-1,-1.040018368E1,1.256112218E0,1.048204470E1
5.329090261E0,-3.461497650E-2,-1.035227299E1,1.495662212E0,1.045981643E1
5.334127240E0,3.964552656E-2,-1.025884914E1,1.351932287E0,1.034762187E1
5.339164219E0,-1.543899924E-1,-1.008158207E1,1.232157230E0,1.015777263E1
5.344201146E0,-3.148884773E-1,-9.894732475E0,1.258507729E0,9.979415174E0
5.349238125E0,-2.741649747E-1,-9.659974098E0,1.263298750E0,9.746085868E0
5.354275104E0,-2.406279892E-1,-9.461147308E0,1.323186278E0,9.556256178E0
5.359326042E0,-2.286504954E-1,-9.250343323E0,1.426192760E0,9.362433360E0
5.364363021E0,-2.573964596E-1,-9.085053444E0,1.601064205E0,9.228643216E0
5.369400000E0,-4.250814617E-1,-8.962882996E0,1.845405340E0,9.160757977E0
5.374436927E0,-6.742134690E-1,-8.919764519E0,2.080164194E0,9.183890567E0
5.379473907E0,-9.305319786E-1,-9.039539337E0,2.106514692E0,9.328267006E0
5.384510886E0,-1.244342446E0,-9.185665131E0,1.922061205E0,9.466739211E0
5.389573802E0,-1.656368494E0,-9.358140945E0,1.747189760E0,9.662868653E0
5.394610782E0,-1.924664378E0,-9.468334198E0,1.699279785E0,9.810261833E0
5.399647761E0,-2.164214373E0,-9.592899323E0,1.656160712E0,9.972482618E0
5.404684688E0,-2.370227337E0,-9.758189201E0,1.677720189E0,1.018110894E1
5.409721667E0,-2.545098782E0,-9.865986824E0,1.711257219E0,1.033168065E1
5.414758646E0,-2.583426952E0,-9.877964020E0,1.790308714E0,1.036597672E1
5.419777865E0,-2.573844910E0,-9.985761642E0,1.843009710E0,1.047553330E1
5.424814844E0,-2.559471846E0,-1.004564953E1,2.017881155E0,1.056114648E1
5.429851771E0,-2.602590799E0,-1.008397770E1,2.223894358E0,1.064921552E1
5.434888750E0,-2.688828945E0,-1.020375252E1,2.216707706E0,1.078240046E1
5.439925729E0,-2.810999393E0,-1.029717636E1,2.180775166E0,1.089446368E1
5.444962709E0,-2.954729319E0,-1.034987736E1,2.077768803E0,1.096209423E1
5.450007448E0,-3.239793777E0,-1.043132496E1,1.979553223E0,1.110078534E1
5.455044427E0,-3.613491774E0,-1.059900951E1,1.795099735E0,1.134101885E1
5.460081407E0,-3.881787777E0,-1.080023193E1,1.409424186E0,1.156286135E1
5.465118334E0,-4.018331528E0,-1.096791649E1,9.854207039E-1,1.172233912E1
5.470155313E0,-4.056659222E0,-1.104457283E1,6.716102362E-1,1.178516582E1
5.475192292E0,-4.178829670E0,-1.103978157E1,4.368512630E-1,1.181229163E1
5.480203021E0,-4.310582161E0,-1.092719364E1,2.308382541E-1,1.174895594E1
5.485240000E0,-4.454312325E0,-1.076190376E1,1.158542484E-1,1.164787075E1
5.490276979E0,-4.475872040E0,-1.057984543E1,1.763875782E-2,1.148768345E1
5.495313907E0,-4.413589001E0,-1.033790016E1,-1.883742511E-1,1.124221653E1
5.500350938E0,-4.209971428E0,-1.013428307E1,-4.327152371E-1,1.098247673E1
5.505387865E0,-3.778781414E0,-9.952224731E0,-7.489212751E-1,1.067177816E1
5.510442761E0,-3.057735920E0,-9.834845543E0,-1.304677248E0,1.038152776E1
5.515479740E0,-2.070789814E0,-9.822867393E0,-2.387443304E0,1.031875864E1
5.520516719E0,-1.079053044E0,-9.825263023E0,-4.164904118E0,1.072597666E1
5.525553646E0,-5.903710127E-1,-9.748607635E0,-5.233297348E0,1.108022066E1
5.530590625E0,-3.795669675E-1,-9.743816376E0,-5.882477760E0,1.138813300E1
5.535627604E0,-3.795669675E-1,-9.669555664E0,-6.016625881E0,1.139491838E1
5.540666823E0,-4.897599518E-1,-9.566549301E0,-5.731561184E0,1.116286361E1
5.545703750E0,-5.783935189E-1,-9.633623123E0,-5.305162430E0,1.101299151E1
5.550740782E0,-7.628470063E-1,-1.008637238E1,-4.888345242E0,1.123444536E1
5.555777709E0,-1.234760523E0,-1.109248257E1,-4.243955612E0,1.194064329E1
5.560814688E0,-1.582108021E0,-1.229023266E1,-3.395948648E0,1.284855446E1
5.565851667E0,-1.622831464E0,-1.319812679E1,-2.694067240E0,1.356768702E1
5.570886875E0,-1.376094937E0,-1.355505657E1,-2.159870625E0,1.379486271E1
5.575923802E0,-6.909819841E-1,-1.373471928E1,-1.702330232E0,1.385705228E1
5.580960834E0,9.713752568E-2,-1.372034645E1,-1.278326750E0,1.378011109E1
5.585997761E0,5.834240317E-1,-1.365566730E1,-8.878602386E-1,1.369693137E1
5.591034740E0,1.067314982E0,-1.360057163E1,-5.548857450E-1,1.365366647E1
5.596071719E0,1.584743023E0,-1.341372204E1,-3.584547639E-1,1.351176669E1
5.601320000E0,1.738054991E0,-1.318135834E1,-5.596767664E-1,1.330722664E1
5.606356979E0,1.608698010E0,-1.291306305E1,-1.208857179E0,1.306891129E1
5.611393959E0,1.218231559E0,-1.255373764E1,-2.078423738E0,1.278281120E1
5.616430886E0,6.672664881E-1,-1.213212967E1,-2.890498161E0,1.248954741E1
5.621467865E0,3.031505346E-1,-1.157397842E1,-3.410321712E0,1.206976267E1
5.626504844E0,9.474202245E-2,-1.101822186E1,-3.403135300E0,1.153219488E1
5.631339011E0,-1.639719754E-1,-1.049121189E1,-2.878520727E0,1.088017901E1
5.636375938E0,-4.394544661E-1,-1.002169418E1,-2.250899792E0,1.028075991E1
5.641412969E0,-1.050307035E0,-9.727047920E0,-1.939484715E0,9.973976492E0
5.646449896E0,-2.006111383E0,-9.578526497E0,-1.822105289E0,9.954532657E0
5.651486875E0,-3.120018959E0,-9.609667778E0,-1.642442703E0,1.023610527E1
5.656523854E0,-4.310582161E0,-9.918687820E0,-1.287908792E0,1.089128990E1
5.661552344E0,-5.278364182E0,-1.030915451E1,-8.447412848E-1,1.161263893E1
5.666589323E0,-5.802978992E0,-1.069003868E1,-2.171202451E-1,1.216546889E1
5.671626302E0,-6.219795704E0,-1.123381710E1,4.248737693E-1,1.284776334E1
5.676663229E0,-6.825857162E0,-1.191893005E1,1.052494764E0,1.377537531E1
5.681700209E0,-7.530134201E0,-1.271423626E1,1.768749237E0,1.488231160E1
5.686737188E0,-8.335022926E0,-1.342090893E1,2.346064806E0,1.597176959E1
5.691774948E0,-9.216567039E0,-1.392396355E1,2.856306314E0,1.694049452E1
5.696811927E0,-9.918448448E0,-1.417070007E1,3.380920649E0,1.762427260E1
5.701848854E0,-1.035203362E1,-1.440066814E1,3.812110901E0,1.814045293E1
5.706885834E0,-1.068979931E1,-1.432880306E1,4.066033840E0,1.833354951E1
5.711922813E0,-1.075208282E1,-1.393833637E1,4.348702908E0,1.813272519E1
5.716959792E0,-1.052930069E1,-1.342330456E1,4.600230217E0,1.766956129E1
5.722013907E0,-1.040952587E1,-1.277651882E1,4.676886082E0,1.713099313E1
5.727050886E0,-1.018434906E1,-1.174405861E1,4.717609882E0,1.624499066E1
5.732087865E0,-9.623802185E0,-1.062056923E1,4.628976345E0,1.506125763E1
5.737124844E0,-8.804540634E0,-9.549780846E0,4.444522858E0,1.372851170E1
5.742161719E0,-7.887063980E0,-8.632304192E0,3.895953178E0,1.232480852E1
5.747198750E0,-6.811484337E0,-7.956772327E0,2.990454197E0,1.089262875E1
5.752243282E0,-5.786210537E0,-7.549538136E0,2.029858828E0,9.726051886E0
5.757280261E0,-4.978926659E0,-7.333942890E0,1.708861709E0,9.027548800E0
5.762317188E0,-4.380052090E0,-7.218958855E0,1.342350245E0,8.549861252E0
5.767354167E0,-3.745244265E0,-7.206981182E0,4.608062506E-1,8.135095252E0
5.772391146E0,-3.110436916E0,-7.372271061E0,-2.746122479E-1,8.006285674E0
5.777428125E0,-2.796626329E0,-7.609425068E0,-5.692587495E-1,8.127024315E0
5.782440313E0,-2.866095781E0,-7.868138790E0,-7.105932832E-1,8.403990473E0
5.787477292E0,-2.957124949E0,-8.083734512E0,-9.285837412E-1,8.657575838E0
5.792514271E0,-3.031385422E0,-8.342449188E0,-1.010030746E0,8.933415816E0
5.797551198E0,-2.645709991E0,-8.502946854E0,-8.351592422E-1,8.944125307E0
5.802588177E0,-1.809680462E0,-8.680213928E0,-6.051912308E-1,8.887480725E0
5.807625104E0,-9.401140213E-1,-8.979651451E0,-6.147732139E-1,9.049635388E0
5.812650834E0,4.444850385E-1,-9.473124504E0,-8.776324242E-2,9.483952615E0
5.817687813E0,1.958441019E0,-9.899523735E0,3.673817515E-1,1.009807065E1
5.822724792E0,3.091512680E0,-1.039060116E1,4.416422248E-1,1.084975073E1
5.827761771E0,3.575403690E0,-1.083137321E1,2.356292456E-1,1.140866681E1
5.832798698E0,2.904663563E0,-1.100864029E1,-4.063647389E-1,1.139264516E1
5.837835677E0,1.366752505E0,-1.068285179E1,-1.266349316E0,1.084412170E1
5.842946354E0,-2.550009787E-1,-9.928269386E0,-2.001767635E0,1.013127002E1
5.847983282E0,-1.253924489E0,-8.962882996E0,-2.559919357E0,9.405253071E0
5.853020261E0,-1.603667498E0,-8.141226768E0,-2.595851660E0,8.694237665E0
5.858057188E0,-1.929455400E0,-7.492045879E0,-2.200594187E0,8.043392591E0
5.863094219E0,-2.190564871E0,-7.029714108E0,-1.417265773E0,7.498272945E0
5.868131146E0,-2.446883440E0,-6.632061481E0,-4.518792629E-1,7.083478872E0
5.873090521E0,-2.667269468E0,-6.282318115E0,4.751792550E-1,6.841611114E0
5.878127500E0,-2.820581436E0,-5.891851902E0,1.351932287E0,6.670631108E0
5.883164479E0,-3.026594400E0,-5.551690578E0,2.175984144E0,6.687035886E0
5.888201407E0,-3.524858475E0,-5.199552059E0,2.856306314E0,6.900612628E0
5.893238438E0,-3.987189770E0,-4.828249931E0,3.412062168E0,7.131048163E0
5.898275365E0,-4.245903969E0,-4.401850700E0,3.953445435E0,7.282425482E0
5.903393646E0,-4.449521542E0,-4.054503441E0,4.176226616E0,7.326534573E0
5.908430625E0,-4.741772175E0,-3.807767153E0,3.843252182E0,7.194030955E0
5.913467604E0,-4.911852837E0,-3.628104448E0,3.857625008E0,7.222929522E0
5.918504584E0,-5.098701954E0,-3.438860178E0,3.790551186E0,7.224319984E0
5.923541563E0,-5.287946224E0,-3.422091722E0,3.162930250E0,7.048206495E0
5.928578490E0,-5.388557434E0,-3.328666925E0,2.631129265E0,6.858528700E0
5.933551563E0,-5.376579762E0,-3.187332392E0,2.271804333E0,6.650397930E0
5.938588542E0,-5.489168167E0,-2.998087883E0,1.981948853E0,6.561068463E0
5.943625469E0,-5.683203697E0,-2.837589502E0,1.660951734E0,6.565780921E0
5.948662448E0,-5.989828110E0,-2.818425417E0,1.064472198E0,6.704823911E0
5.953699427E0,-6.191050053E0,-2.792074919E0,5.278802514E-1,6.812007095E0
5.958736407E0,-6.265310287E0,-2.837589502E0,7.752625644E-2,6.878374627E0
5.963778907E0,-6.217400551E0,-2.995692492E0,-2.794032395E-1,6.907120187E0
5.968815886E0,-6.128767014E0,-3.240033388E0,-7.393392324E-1,6.971816403E0
5.973852813E0,-5.927545071E0,-3.637686491E0,-1.204066277E0,7.058210054E0
5.978889792E0,-5.817351818E0,-4.200628757E0,-1.637651801E0,7.359943448E0
5.983926771E0,-5.692785740E0,-4.916883469E0,-1.848455787E0,7.745988724E0
5.988963750E0,-5.498750210E0,-5.788845062E0,-1.970626235E0,8.223767311E0
5.994004792E0,-5.366997719E0,-6.715903759E0,-2.308391809E0,8.901499905E0
5.999041771E0,-5.319087982E0,-7.836997509E0,-3.077347279E0,9.958980530E0
6.004078750E0,-5.127448082E0,-9.109008789E0,-4.392476559E0,1.133836916E1
6.009115677E0,-4.679489613E0,-1.047683907E1,-6.500516891E0,1.318781634E1
6.014152657E0,-3.577559471E0,-1.196683979E1,-9.851820946E0,1.590794023E1
6.019189636E0,-2.061207771E0,-1.372753239E1,-1.408227348E1,1.977382485E1
6.024200573E0,-2.022999674E-1,-1.604637718E1,-1.768510628E1,2.388074810E1
6.029237552E0,2.344116688E0,-1.891139412E1,-1.879661942E1,2.676655772E1
6.034274532E0,4.986352921E0,-2.180276299E1,-1.675086212E1,2.794307734E1
6.039311511E0,7.190213203E0,-2.400422859E1,-1.357442760E1,2.849854805E1
6.044348490E0,8.488574028E0,-2.490014458E1,-1.073336506E1,2.841264181E1
6.049385417E0,9.149731636E0,-2.410004807E1,-8.019263268E0,2.699700889E1
